urba_club_id,nombre_institucion,nombre_equipo,sufijo,categoria,divisiones,anios,veces,g22_club_id,g22_nombre,g22_union,estado,confianza
40,Banco Nacion,Banco Nacion,,M17,Juveniles - Primera rueda - M 17 - Grupo I - Zona B | Juveniles - Primera rueda - M17 - Grupo I - Zona A | Juveniles - Segunda rueda - M 17 - Grupo I - Ganadores | Menores de 17 - Grupo 1 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 1 - Intermedia - Segunda Rueda | Menores de 17 - Grupo 1 - Zona A | Menores de 17 - Primera Rueda - G1 A,2022 2023 2024 2025 2026,7,,,,falta,ninguna
40,Banco Nacion,Banco Nacion A,A,M17,Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 2 - Ganadores,2024,1,,,,falta,ninguna
40,Banco Nacion,Banco Nacion B,B,M17,Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 2 - Ganadores Equipos B,2024,1,,,,falta,ninguna
7,Belgrano Athletic,Belgrano Athletic A,A,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona A | Juveniles - Primera rueda - M17 - Grupo II - Nivel 1 - Zona A | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Ganadores | Juveniles - Segunda rueda - M 17 - Nivel 1 - Grupo II - Intermedia | Menores de 17 - Grupo 2 - Ganadores - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 1 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A | Menores de 17 - Grupo 2 - Zona A - Primera Rueda | Menores de 17 - Grupo 2 - Zona B - Equipos A | Menores de 17 - Grupo 2 - Zona B - Segunda Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 1 B,2021 2022 2023 2024 2025 2026,11,belgrano-athletic-m17-a,"Belgrano Athletic M17 ""A""",urba,existe,exacto
7,Belgrano Athletic,Belgrano Athletic B,B,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona A Eq B | Juveniles - Primera rueda - M17 - Grupo II - Nivel 1 - Zona A Equipos B | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Ganadores Equipos B | Juveniles - Segunda rueda - M 17 - Nivel 1 - Grupo II - Intermedia eq B | Menores de 17 - Grupo 2 - Ganadores - Equipos B - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 1 - Ganadores - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A - Equipos B | Menores de 17 - Grupo 2 - Zona A - Equipos B - Primera Rueda | Menores de 17 - Grupo 2 - Zona B - Equipos B | Menores de 17 - Grupo 2 - Zona B - Equipos B - Segunda Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 1 B Eq B,2021 2022 2023 2024 2025 2026,11,belgrano-athletic-m17-b,"Belgrano Athletic M17 ""B""",urba,existe,exacto
7,Belgrano Athletic,Belgrano Athletic C,C,M17,Juveniles - Primera rueda - M 17 - Formativa - Zona A | Juveniles - Primera rueda - M17 - Formativa A | Juveniles - Segunda Rueda - M17 - Formativa A | Juveniles - Segunda rueda - M 17 - Formativa - Zona B | Menores de 17 - Grupo 1 - Formativa A | Menores de 17 - Grupo 1 - Formativa A - Segunda Rueda | Menores de 17 - Primera Rueda - G1 Formativo  B,2021 2023 2024 2025 2026,8,,,,falta,ninguna
89,Berisso,Berisso Rugby Club,,M17,Menores de 17 - Grupo 1 - Formativa A - Segunda Rueda | Menores de 17 - Grupo 1 - Formativa B - Primera Rueda | Menores de 17 - Grupo 1 - Formativa B - Segunda Rueda | Menores de 17 - Grupo 1 - Zona B - Primera Rueda | Menores de 17 - Primera Rueda - G1 Formativo  A,2021 2022 2026,5,,,,club_no_existe,ninguna
71,Beromama,Beromama,,M17,Juveniles - Primera rueda - M 17 - Grupo I - Zona B | Juveniles - Primera rueda - M17 - Grupo I - Zona A | Juveniles - Segunda Rueda - M17 - Grupo l - Desarrollo | Juveniles - Segunda rueda - M 17 - Grupo I - Desarrollo | Menores de 17 - Grupo 1 - Desarrollo - Segunda Rueda | Menores de 17 - Grupo 1 - Zona C | Menores de 17 - Primera Rueda - G1 C,2022 2023 2024 2025 2026,9,,,,club_no_existe,ninguna
8,Buenos Aires CRC,Buenos Aires A,A,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona B | Juveniles - Primera rueda - M17 - Grupo II - Nivel 1 - Zona A | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Intermedia | Juveniles - Segunda rueda - M 17 - Nivel 1 - Grupo II - Intermedia | Menores de 17 - Grupo 2 - Intermedia - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 1 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A | Menores de 17 - Grupo 2 - Zona A - Primera Rueda | Menores de 17 - Grupo 2 - Zona B - Equipos A | Menores de 17 - Grupo 2 - Zona B - Segunda Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 1 A,2021 2022 2023 2024 2025 2026,11,buenos-aires-crc-m17-a,"Buenos Aires CRC M17 ""A""",urba,existe,exacto
8,Buenos Aires CRC,Buenos Aires B,B,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona B Eq B | Juveniles - Primera rueda - M17 - Grupo II - Nivel 1 - Zona A Equipos B | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Intermedia Equipos B | Juveniles - Segunda rueda - M 17 - Nivel 1 - Grupo II - Intermedia eq B | Menores de 17 - Grupo 2 - Intermedia - Equipos B - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 1 - Ganadores - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A - Equipos B | Menores de 17 - Grupo 2 - Zona A - Equipos B - Primera Rueda | Menores de 17 - Grupo 2 - Zona B - Equipos B | Menores de 17 - Grupo 2 - Zona B - Equipos B - Segunda Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 1 A Eq B,2021 2022 2023 2024 2025 2026,11,buenos-aires-crc-m17-b,"Buenos Aires CRC M17 ""B""",urba,existe,exacto
8,Buenos Aires CRC,Buenos Aires C,C,M17,Juveniles - Primera rueda - M 17 - Formativa - Zona B | Juveniles - Primera rueda - M17 - Formativa A | Juveniles - Segunda rueda - M 17 - Formativa - Zona B | Menores de 17 - Grupo 1 - Formativa A | Menores de 17 - Grupo 1 - Formativa A - Segunda Rueda | Menores de 17 - Primera Rueda - G1 Formativo  A,2023 2024 2025 2026,6,,,,falta,ninguna
27,C.U. de Quilmes,C.U. de Quilmes,,M17,Juveniles - Primera rueda - M17 - Grupo I - Zona A | Menores de 17 - Grupo 1 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 1 - Zona A | Menores de 17 - Primera Rueda - G1 C,2022 2024 2026,4,,,,falta,ninguna
27,C.U. de Quilmes,C.U. de Quilmes A,A,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona A | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 2 - Ganadores | Juveniles - Segunda rueda - M 17 - Nivel 2 - Grupo II - Desarrollo | Menores de 17 - Grupo 2 - Nivel 2 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 2 - Zona C | Menores de 17 - Grupo 2 - Zona C - Primera Rueda,2021 2023 2024 2025,6,,,,falta,ninguna
27,C.U. de Quilmes,C.U. de Quilmes B,B,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona A Eq B | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 2 - Ganadores Equipos B | Juveniles - Segunda rueda - M 17 - Nivel 2 - Grupo II - Desarrollo eq B | Menores de 17 - Grupo 2 - Nivel 2 - Ganadores - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona C - Equipos B | Menores de 17 - Grupo 2 - Zona C - Equipos B - Primera Rueda,2021 2023 2024 2025,6,,,,falta,ninguna
49,CASA de Padua,CASA de Padua,,M17,Menores de 17 - Grupo 1 - Intermedia - Segunda Rueda | Menores de 17 - Grupo 1 - Zona A | Menores de 17 - Grupo 1 - Zona A - Primera Rueda | Menores de 17 - Grupo 1 - Zona B - Segunda Rueda,2021 2022 2023,5,,,,falta,ninguna
49,CASA de Padua,CASA de Padua A,A,M17,Juveniles - Primera rueda - M 17 - Nivel 2 - Grupo II - Zona C | Juveniles - Segunda rueda - M 17 - Nivel 2 - Grupo II - Desarrollo | Menores de 17 - Primera Rueda - G2 NIVEL 1 A,2025 2026,3,casa-de-padua-m17-a,"CASA de Padua M17 ""A""",urba,existe,exacto
49,CASA de Padua,CASA de Padua B,B,M17,Juveniles - Primera rueda - M 17 - Nivel 2 - Grupo II - Zona C Eq B | Juveniles - Segunda rueda - M 17 - Nivel 2 - Grupo II - Desarrollo eq B | Menores de 17 - Primera Rueda - G2 NIVEL 1 A Eq B,2025 2026,3,casa-de-padua-m17-b,"CASA de Padua M17 ""B""",urba,existe,exacto
3,CASI,CASI A,A,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona B | Juveniles - Primera rueda - M17 - Grupo II - Nivel 1 - Zona A | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Ganadores | Juveniles - Segunda rueda - M 17 - Nivel 1 - Grupo II - Intermedia | Menores de 17 - Grupo 2 - Ganadores - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 2 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A | Menores de 17 - Grupo 2 - Zona A - Segunda Rueda | Menores de 17 - Grupo 2 - Zona B - Equipos A | Menores de 17 - Grupo 2 - Zona B - Primera Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 1 B,2021 2022 2023 2024 2025 2026,11,casi-m17-a,"CASI M17 ""A""",urba,existe,exacto
3,CASI,CASI B,B,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona B Eq B | Juveniles - Primera rueda - M17 - Grupo II - Nivel 1 - Zona A Equipos B | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Ganadores Equipos B | Juveniles - Segunda rueda - M 17 - Nivel 1 - Grupo II - Intermedia eq B | Menores de 17 - Grupo 2 - Ganadores - Equipos B - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 2 - Ganadores - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A - Equipos B | Menores de 17 - Grupo 2 - Zona A - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona B - Equipos B | Menores de 17 - Grupo 2 - Zona B - Equipos B - Primera Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 1 B Eq B,2021 2022 2023 2024 2025 2026,11,casi-m17-b,"CASI M17 ""B""",urba,existe,exacto
3,CASI,CASI C,C,M17,Juveniles - Primera rueda - M 17 - Formativa - Zona B | Juveniles - Primera rueda - M17 - Formativa A | Juveniles - Segunda Rueda - M17 - Formativa A | Juveniles - Segunda rueda - M 17 - Formativa - Zona B | Menores de 17 - Grupo 1 - Formativa A - Segunda Rueda | Menores de 17 - Primera Rueda - G1 Formativo  B,2023 2024 2025 2026,6,,,,falta,ninguna
42,Centro Naval,Centro Naval,,M17,Juveniles - Primera rueda - M 17 - Grupo I - Zona B | Juveniles - Primera rueda - M17 - Grupo I - Zona B | Juveniles - Segunda Rueda - M17 - Grupo l - Desarrollo | Juveniles - Segunda rueda - M 17 - Grupo I - Desarrollo | Menores de 17 - Grupo 1 - Desarrollo - Segunda Rueda | Menores de 17 - Grupo 1 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 1 - Zona B | Menores de 17 - Grupo 1 - Zona C | Menores de 17 - Primera Rueda - G1 B,2022 2023 2024 2025 2026,9,,,,falta,ninguna
11,Champagnat,Champagnat A,A,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona A | Juveniles - Primera rueda - M17 - Grupo II - Nivel 1 - Zona B | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Ganadores | Juveniles - Segunda rueda - M 17 - Nivel 1 - Grupo II - Ganadores | Menores de 17 - Grupo 2 - Ganadores - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 1 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A | Menores de 17 - Grupo 2 - Zona A - Equipos A | Menores de 17 - Grupo 2 - Zona A - Primera Rueda | Menores de 17 - Grupo 2 - Zona B - Segunda Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 1 B,2021 2022 2023 2024 2025 2026,11,club-champagnat-m17-a,"Club Champagnat M17 ""A""",urba,existe,exacto
11,Champagnat,Champagnat B,B,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona A Eq B | Juveniles - Primera rueda - M17 - Grupo II - Nivel 1 - Zona B Equipos B | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Ganadores Equipos B | Juveniles - Segunda rueda - M 17 - Nivel 1 - Grupo II - Ganadores eq B | Menores de 17 - Grupo 2 - Ganadores - Equipos B - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 1 - Ganadores - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A - Equipos B | Menores de 17 - Grupo 2 - Zona A - Equipos B - Primera Rueda | Menores de 17 - Grupo 2 - Zona B - Equipos B - Segunda Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 1 B Eq B,2021 2022 2023 2024 2025 2026,11,club-champagnat-m17-b,"Club Champagnat M17 ""B""",urba,existe,exacto
11,Champagnat,Champagnat C,C,M17,Juveniles - Primera rueda - M 17 - Formativa - Zona A | Juveniles - Primera rueda - M17 - Formativa A | Juveniles - Segunda Rueda - M17 - Formativa A | Juveniles - Segunda rueda - M 17 - Formativa - Zona A | Menores de 17 - Grupo 1 - Formativa A | Menores de 17 - Grupo 1 - Formativa A - Segunda Rueda | Menores de 17 - Primera Rueda - G1 Formativo  B,2023 2024 2025 2026,7,,,,falta,ninguna
54,Ciudad de Bs.As.,Ciudad de Bs.As.,,M17,Juveniles - Primera rueda - M 17 - Grupo I - Zona A | Juveniles - Segunda rueda - M 17 - Grupo I - Desarrollo | Menores de 17 - Grupo 1 - Formativa A - Segunda Rueda | Menores de 17 - Grupo 1 - Formativa B - Primera Rueda | Menores de 17 - Primera Rueda - G1 C,2022 2025 2026,5,,,,falta,ninguna
54,Ciudad de Bs.As.,Ciudad de Bs.As. A,A,M17,Juveniles - Primera rueda - M17 - Grupo II - Nivel 2 - Zona C | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Intermedia | Menores de 17 - Grupo 2 - Nivel 2 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 2 - Zona C,2023 2024,4,,,,falta,ninguna
54,Ciudad de Bs.As.,Ciudad de Bs.As. B,B,M17,Juveniles - Primera rueda - M17 - Grupo II - Nivel 2 - Zona C Equipos B | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Intermedia Equipos B | Menores de 17 - Grupo 2 - Nivel 2 - Ganadores - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona C - Equipos B,2023 2024,4,,,,falta,ninguna
76,Ciudad de Campana,Ciudad De Campana,,M17,Juveniles - Primera rueda - M 17 - Formativa - Zona D | Juveniles - Primera rueda - M17 - Grupo I - Zona B | Juveniles - Segunda Rueda - M17 - Grupo l - Ganadores | Juveniles - Segunda rueda - M 17 - Formativa - Zona B | Menores de 17 - Grupo 1 - Desarrollo - Segunda Rueda | Menores de 17 - Grupo 1 - Zona C | Menores de 17 - Primera Rueda - G1 Formativo  C,2023 2024 2025 2026,7,,,,club_no_existe,ninguna
2,CUBA,CUBA A,A,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona B | Juveniles - Primera rueda - M17 - Grupo II - Nivel 1 - Zona A | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Ganadores | Juveniles - Segunda rueda - M 17 - Nivel 1 - Grupo II - Ganadores | Menores de 17 - Grupo 2 - Ganadores - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 1 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A - Equipos A | Menores de 17 - Grupo 2 - Zona A - Segunda Rueda | Menores de 17 - Grupo 2 - Zona B | Menores de 17 - Grupo 2 - Zona B - Primera Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 1 A,2021 2022 2023 2024 2025 2026,11,cuba-m17-a,"CUBA M17 ""A""",urba,existe,exacto
2,CUBA,CUBA B,B,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona B Eq B | Juveniles - Primera rueda - M17 - Grupo II - Nivel 1 - Zona A Equipos B | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Ganadores Equipos B | Juveniles - Segunda rueda - M 17 - Nivel 1 - Grupo II - Ganadores eq B | Menores de 17 - Grupo 2 - Ganadores - Equipos B - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 1 - Ganadores - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A - Equipos B | Menores de 17 - Grupo 2 - Zona A - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona B - Equipos B | Menores de 17 - Grupo 2 - Zona B - Equipos B - Primera Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 1 A Eq B,2021 2022 2023 2024 2025 2026,11,cuba-m17-b,"CUBA M17 ""B""",urba,existe,exacto
2,CUBA,CUBA C,C,M17,Juveniles - Primera rueda - M 17 - Grupo I - Zona B | Juveniles - Primera rueda - M17 - Formativa A | Juveniles - Segunda Rueda - M17 - Formativa A | Juveniles - Segunda rueda - M 17 - Grupo I - Ganadores | Menores de 17 - Grupo 1 - Desarrollo - Segunda Rueda | Menores de 17 - Grupo 1 - Formativa A - Primera Rueda | Menores de 17 - Grupo 1 - Formativa A - Segunda Rueda | Menores de 17 - Grupo 1 - Zona B | Menores de 17 - Primera Rueda - G1 A,2022 2023 2024 2025 2026,9,,,,falta,ninguna
2,CUBA,CUBA D,D,M17,Juveniles - Primera rueda - M 17 - Formativa - Zona B | Juveniles - Segunda rueda - M 17 - Formativa - Zona A | Menores de 17 - Primera Rueda - G1 Formativo  A,2025 2026,3,,,,falta,ninguna
24,Curupayti,Curupayti,,M17,Menores de 17 - Grupo 1 - Zona B,2023,1,,,,falta,ninguna
24,Curupayti,Curupayti A,A,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona B | Juveniles - Primera rueda - M17 - Grupo II - Nivel 2 - Zona C | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 2 - Ganadores | Juveniles - Segunda rueda - M 17 - Nivel 2 - Grupo II - Desarrollo | Menores de 17 - Grupo 2 - Intermedia - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 2 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 2 - Zona B - Primera Rueda | Menores de 17 - Grupo 2 - Zona C - Equipos A | Menores de 17 - Grupo 2 - Zona C - Segunda Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 2 C,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
24,Curupayti,Curupayti B,B,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona B Eq B | Juveniles - Primera rueda - M17 - Grupo II - Nivel 2 - Zona C Equipos B | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 2 - Ganadores Equipos B | Juveniles - Segunda rueda - M 17 - Nivel 2 - Grupo II - Desarrollo eq B | Menores de 17 - Grupo 2 - Intermedia - Equipos B - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 2 - Ganadores - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona B - Equipos B - Primera Rueda | Menores de 17 - Grupo 2 - Zona C - Equipos B | Menores de 17 - Grupo 2 - Zona C - Equipos B - Segunda Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 2 C Eq B,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
52,Daom,Daom,,M17,Juveniles - Primera rueda - M 17 - Formativa - Zona C | Juveniles - Primera rueda - M17 - Grupo I - Zona B | Juveniles - Segunda Rueda - M17 - Grupo l - Desarrollo | Juveniles - Segunda rueda - M 17 - Formativa - Zona C | Menores de 17 - Grupo 1 - Desarrollo - Segunda Rueda | Menores de 17 - Grupo 1 - Formativa B - Primera Rueda | Menores de 17 - Grupo 1 - Formativa B - Segunda Rueda | Menores de 17 - Grupo 1 - Zona B | Menores de 17 - Primera Rueda - G1 C,2022 2023 2024 2025 2026,9,,,,falta,ninguna
44,Del Sur,Del Sur Rugby,,M17,Juveniles - Primera rueda - M17 - Formativa B | Juveniles - Segunda Rueda - M17 - Grupo l - Desarrollo | Menores de 17 - Grupo 1 - Desarrollo - Segunda Rueda | Menores de 17 - Grupo 1 - Zona B | Menores de 17 - Primera Rueda - G1 C,2022 2024 2026,5,,,,falta,ninguna
44,Del Sur,Del Sur Rugby A,A,M17,Juveniles - Primera rueda - M 17 - Nivel 2 - Grupo II - Zona C | Juveniles - Segunda rueda - M 17 - Nivel 2 - Grupo II - Desarrollo | Menores de 17 - Grupo 2 - Nivel 2 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 2 - Zona C,2023 2025,4,,,,falta,ninguna
44,Del Sur,Del Sur Rugby B,B,M17,Juveniles - Primera rueda - M 17 - Nivel 2 - Grupo II - Zona C Eq B | Juveniles - Segunda rueda - M 17 - Nivel 2 - Grupo II - Desarrollo eq B | Menores de 17 - Grupo 2 - Nivel 2 - Ganadores - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona C - Equipos B,2023 2025,4,,,,falta,ninguna
33,Delta,Delta,,M17,Juveniles - Primera rueda - M 17 - Grupo I - Zona B | Juveniles - Primera rueda - M17 - Grupo I - Zona A | Juveniles - Segunda Rueda - M17 - Grupo l - Ganadores | Menores de 17 - Grupo 1 - Zona B - Segunda Rueda | Menores de 17 - Primera Rueda - G1 A,2021 2024 2025 2026,5,,,,falta,ninguna
33,Delta,Delta A,A,M17,Juveniles - Segunda rueda - M 17 - Nivel 2 - Grupo II - Desarrollo | Menores de 17 - Grupo 2 - Intermedia - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 1 - Intermedia - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A - Primera Rueda | Menores de 17 - Grupo 2 - Zona C | Menores de 17 - Grupo 2 - Zona C - Equipos A,2021 2022 2023 2025,6,,,,falta,ninguna
33,Delta,Delta B,B,M17,Juveniles - Segunda rueda - M 17 - Nivel 2 - Grupo II - Desarrollo eq B | Menores de 17 - Grupo 2 - Intermedia - Equipos B - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 1 - Intermedia - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A - Equipos B - Primera Rueda | Menores de 17 - Grupo 2 - Zona C - Equipos B,2021 2022 2023 2025,6,,,,falta,ninguna
17,Deportiva Francesa,Deportiva Francesa A,A,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona B | Juveniles - Primera rueda - M17 - Grupo II - Nivel 1 - Zona B | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Intermedia | Juveniles - Segunda rueda - M 17 - Nivel 1 - Grupo II - Ganadores | Menores de 17 - Grupo 2 - Intermedia - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 1 - Intermedia - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A | Menores de 17 - Grupo 2 - Zona B - Equipos A | Menores de 17 - Grupo 2 - Zona B - Primera Rueda | Menores de 17 - Grupo 2 - Zona C - Segunda Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 1 B,2021 2022 2023 2024 2025 2026,11,deportiva-francesa-m17-a,"Deportiva Francesa M17 ""A""",urba,existe,exacto
17,Deportiva Francesa,Deportiva Francesa B,B,M17,Juveniles - Primera rueda - M 17 - Nivel 1 - Grupo II - Zona B Eq B | Juveniles - Primera rueda - M17 - Grupo II - Nivel 1 - Zona B Equipos B | Juveniles - Segunda Rueda - M17 - Grupo ll - Nivel 1 - Intermedia Equipos B | Juveniles - Segunda rueda - M 17 - Nivel 1 - Grupo II - Ganadores eq B | Menores de 17 - Grupo 2 - Intermedia - Equipos B - Segunda rueda | Menores de 17 - Grupo 2 - Nivel 1 - Intermedia - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona A - Equipos B | Menores de 17 - Grupo 2 - Zona B - Equipos B | Menores de 17 - Grupo 2 - Zona B - Equipos B - Primera Rueda | Menores de 17 - Grupo 2 - Zona C - Equipos B - Segunda Rueda | Menores de 17 - Primera Rueda - G2 NIVEL 1 B Eq B,2021 2022 2023 2024 2025 2026,11,deportiva-francesa-m17-b,"Deportiva Francesa M17 ""B""",urba,existe,exacto
17,Deportiva Francesa,Deportiva Francesa C,C,M17,Juveniles - Primera rueda - M 17 - Formativa - Zona B | Juveniles - Segunda rueda - M 17 - Formativa - Zona A | Menores de 17 - Grupo 1 - Formativa A | Menores de 17 - Grupo 1 - Formativa A - Primera Rueda | Menores de 17 - Grupo 1 - Formativa A - Segunda Rueda | Menores de 17 - Primera Rueda - G1 Formativo  B,2022 2023 2025 2026,7,,,,falta,ninguna
37,Don Bosco,Don Bosco,,M17,Juveniles - Primera rueda - M 17 - Grupo I - Zona A | Juveniles - Primera rueda - M17 - Formativa B | Juveniles - Segunda Rueda - M17 - Grupo l - Desarrollo | Menores de 17 - Grupo 1 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 1 - Zona C | Menores de 17 - Primera Rueda - G1 B,2022 2024 2025 2026,6,,,,falta,ninguna
37,Don Bosco,Don Bosco A,A,M17,Juveniles - Segunda rueda - M 17 - Nivel 2 - Grupo II - Desarrollo | Menores de 17 - Grupo 2 - Nivel 2 - Ganadores - Segunda Rueda | Menores de 17 - Grupo 2 - Zona C,2023 2025,3,,,,falta,ninguna
37,Don Bosco,Don Bosco B,B,M17,Juveniles - Segunda rueda - M 17 - Nivel 2 - Grupo II - Desarrollo eq B | Menores de 17 - Grupo 2 - Nivel 2 - Ganadores - Equipos B - Segunda Rueda | Menores de 17 - Grupo 2 - Zona C - Equipos B,2023 2025,3,,,,falta,ninguna
48,El Retiro,El Retiro,,M17,Juveniles - Primera rueda - M 17 - Formativa - Zona D | Juveniles - Segunda Rueda - M17 - Formativa B | Juveniles - Segunda rueda - M 17 - Formativa - Zona C | Menores de 17 - Grupo 1 - Desarrollo - Segunda Rueda | Menores de 17 - Grupo 1 - Formativa B | Menores de 17 - Primera Rueda - G1 A,2023 2024 2025 2026,6,,,,club_no_existe,ninguna
86,Ezeiza,Ezeiza,,M17,Juveniles - Primera rueda - M 17 - Formativa - Zona C | Juveniles - Primera rueda - M17 - Formativa B | Juveniles - Segunda Rueda - M17 - Formativa B | Juveniles - Segunda rueda - M 17 - Formativa - Zona B | Menores de 17 - Grupo 1 - Formativa B | Menores de 17 - Grupo 1 - Formativa B - Segunda Rueda | Menores de 17 - Grupo 1 - Zona B - Primera Rueda | Menores de 17 - Grupo 1 - Zona B - Segunda Rueda | Menores de 17 - Primera Rueda - G1 Formativo  C,2021 2023 2024 2025 2026,9,,,,club_no_existe,ninguna
87,Floresta,Floresta,,M17,Juveniles - Primera rueda - M 17 - Formativa - Zona C | Juveniles - Segunda rueda - M 17 - Formativa - Zona C | Menores de 17 - Grupo 1 - Formativa B | Menores de 17 - Primera Rueda - G1 Formativo  C,2023 2025 2026,4,,,,club_no_existe,ninguna
