urba_club_id,nombre_institucion,nombre_equipo,sufijo,categoria,divisiones,anios,veces,g22_club_id,g22_nombre,g22_union,estado,confianza
22,Olivos,Olivos A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona B | Juveniles - Primera rueda - M15 - Grupo II - Zona C | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A | Juveniles - Segunda rueda - M 15 - Grupo II - Zona B | Menores de 15 - Grupo 2 - Zona A - Primera Rueda | Menores de 15 - Grupo 2 - Zona B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 B,2021 2022 2023 2024 2025 2026,9,,,,falta,ninguna
22,Olivos,Olivos B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona B Eq B | Juveniles - Primera rueda - M15 - Grupo II - Zona C Equipos B | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A Equipos B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona B eq B | Menores de 15 - Grupo 2 - Zona A - Equipos B - Primera Rueda | Menores de 15 - Grupo 2 - Zona B - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona C - Equipos B | Menores de 15 - Primera Rueda - G2 NIVEL 1 B Eq B,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
22,Olivos,Olivos C,C,M15,Menores de 15 - Grupo 1 - Formativa A | Menores de 15 - Grupo 1 - Formativa B - Segunda Rueda | Menores de 15 - Primera Rueda - G1 Formativa A,2023 2026,3,,,,falta,ninguna
85,Pac General Rodriguez,Pac General Rodriguez,,M15,Juveniles - Primera rueda - M 15 - Formativa - Zona B | Juveniles - Segunda rueda - M 15 - Grupo I - Formativa B | Menores de 15 - Grupo 1 - Formativa B | Menores de 15 - Grupo 1 - Formativa C - Segunda Rueda,2023 2025,4,,,,club_no_existe,ninguna
70,Porteño,Porteño,,M15,Juveniles - Primera rueda - M 15 - Formativa - Zona B | Juveniles - Segunda rueda - M 15 - Grupo I - Formativa B | Menores de 15 - Grupo 1 - Formativa B | Menores de 15 - Grupo 1 - Formativa C - Segunda Rueda | Menores de 15 - Grupo 1 - Zona A - Primera Rueda | Menores de 15 - Grupo 1 - Zona C - Segunda Rueda,2022 2023 2025,6,,,,club_no_existe,ninguna
16,Pucara,Pucara A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona A | Juveniles - Primera rueda - M15 - Grupo II - Zona A | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona A | Menores de 15 - Grupo 2 - Zona A | Menores de 15 - Grupo 2 - Zona A - Primera Rueda | Menores de 15 - Grupo 2 - Zona B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 A,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
16,Pucara,Pucara B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona A Eq B | Juveniles - Primera rueda - M15 - Grupo II - Zona A Equipos B | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores B Equipos B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona A eq B | Menores de 15 - Grupo 2 - Zona A - Equipos B | Menores de 15 - Grupo 2 - Zona A - Equipos B - Primera Rueda | Menores de 15 - Grupo 2 - Zona B - Equipos B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 A Eq B,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
16,Pucara,Pucara C,C,M15,Juveniles - Primera rueda - M 15 - Formativa - Zona A | Juveniles - Primera rueda - M15 - Formativa A | Juveniles - Segunda Rueda - M15 - Formativa A | Juveniles - Segunda rueda - M 15 - Grupo I - Formativa A | Menores de 15 - Grupo 1 - Formativa - Segunda Rueda | Menores de 15 - Grupo 1 - Formativa A | Menores de 15 - Grupo 1 - Formativa B - Segunda Rueda | Menores de 15 - Primera Rueda - G1 Formativa A,2022 2023 2024 2025 2026,8,,,,falta,ninguna
25,Pueyrredon,Pueyrredon A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona A | Juveniles - Primera rueda - M15 - Grupo II - Zona B | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A | Juveniles - Segunda rueda - M 15 - Grupo II - Zona B | Menores de 15 - Grupo 2 - Zona A - Primera Rueda | Menores de 15 - Grupo 2 - Zona A - Segunda Rueda | Menores de 15 - Grupo 2 - Zona B | Menores de 15 - Grupo 2 - Zona B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona D - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 A,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
25,Pueyrredon,Pueyrredon B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona A Eq B | Juveniles - Primera rueda - M15 - Grupo II - Zona B Equipos B | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A Equipos B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona B eq B | Menores de 15 - Grupo 2 - Zona A - Equipos B - Primera Rueda | Menores de 15 - Grupo 2 - Zona A - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona B - Equipos B | Menores de 15 - Grupo 2 - Zona B - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona D - Equipos B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 A Eq B,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
25,Pueyrredon,Pueyrredon C,C,M15,Juveniles - Primera rueda - M 15 - Formativa - Zona A | Juveniles - Segunda rueda - M 15 - Grupo I - Formativa A | Menores de 15 - Grupo 1 - Formativa - Segunda Rueda,2022 2025,3,,,,falta,ninguna
4,Regatas Bella Vista,Regatas Bella Vista A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona A | Juveniles - Primera rueda - M15 - Grupo II - Zona A | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona B | Menores de 15 - Grupo 2 - Zona A - Segunda Rueda | Menores de 15 - Grupo 2 - Zona B | Menores de 15 - Grupo 2 - Zona B - Primera Rueda | Menores de 15 - Grupo 2 - Zona B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 B,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
4,Regatas Bella Vista,Regatas Bella Vista B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona A Eq B | Juveniles - Primera rueda - M15 - Grupo II - Zona A Equipos B | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores B Equipos B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona B eq B | Menores de 15 - Grupo 2 - Zona A - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona B - Equipos B | Menores de 15 - Grupo 2 - Zona B - Equipos B - Primera Rueda | Menores de 15 - Grupo 2 - Zona B - Equipos B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 B Eq B,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
4,Regatas Bella Vista,Regatas Bella Vista C,C,M15,Juveniles - Primera rueda - M 15 - Formativa - Zona A | Juveniles - Primera rueda - M15 - Formativa A | Juveniles - Segunda Rueda - M15 - Formativa A | Juveniles - Segunda rueda - M 15 - Grupo II - Zona Desarrollo | Menores de 15 - Grupo 1 - Formativa A | Menores de 15 - Grupo 1 - Formativa A - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 2 Desarrollo,2023 2024 2025 2026,7,,,,falta,ninguna
4,Regatas Bella Vista,Regatas Bella Vista D,D,M15,Juveniles - Segunda rueda - M 15 - Grupo II - Zona Desarrollo eq B | Menores de 15 - Grupo 1 - Formativa B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 2 Desarrollo Eq B,2023 2025 2026,3,,,,falta,ninguna
14,San Albano,San Albano,,M15,Menores de 15 - Grupo 1 - Zona A - Primera Rueda | Menores de 15 - Grupo 1 - Zona B - Primera Rueda,2022,2,,,,falta,ninguna
14,San Albano,San Albano A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona B | Juveniles - Primera rueda - M15 - Grupo II - Zona C | Juveniles - Segunda Rueda - M15 - Grupo ll - Desarrollo | Juveniles - Segunda rueda - M 15 - Grupo II - Zona A | Menores de 15 - Grupo 2 - Zona B | Menores de 15 - Grupo 2 - Zona B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona C - Segunda Rueda | Menores de 15 - Grupo 2 - Zona D - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 2 Desarrollo,2021 2022 2023 2024 2025 2026,13,,,,falta,ninguna
14,San Albano,San Albano B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona B Eq B | Juveniles - Primera rueda - M15 - Grupo II - Zona C Equipos B | Juveniles - Segunda Rueda - M15 - Grupo ll - Desarrollo Equipos B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona A eq B | Menores de 15 - Grupo 2 - Zona B - Equipos B | Menores de 15 - Grupo 2 - Zona B - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona C - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona D - Equipos B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 2 Desarrollo Eq B,2021 2022 2023 2024 2025 2026,13,,,,falta,ninguna
14,San Albano,San Andres C,C,M15,Menores de 15 - Grupo 1 - Formativa A | Menores de 15 - Grupo 1 - Formativa A - Segunda Rueda,2023,2,,,,falta,ninguna
31,San Andres,San Andres A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona B | Juveniles - Primera rueda - M15 - Grupo II - Zona B | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona B | Menores de 15 - Primera Rueda - G2 NIVEL 1 A,2024 2025 2026,5,,,,falta,ninguna
31,San Andres,San Andres B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona B Eq B | Juveniles - Primera rueda - M15 - Grupo II - Zona B Equipos B | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores B Equipos B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona B eq B | Menores de 15 - Primera Rueda - G2 NIVEL 1 A Eq B,2024 2025 2026,5,,,,falta,ninguna
31,San Andres,San Andres C,C,M15,Juveniles - Primera rueda - M 15 - Formativa - Zona A | Juveniles - Segunda rueda - M 15 - Grupo I - Formativa A | Menores de 15 - Primera Rueda - G1 Formativa A,2025 2026,3,,,,falta,ninguna
35,San Carlos,San Carlos,,M15,Juveniles - Primera rueda - M 15 - Grupo I - Zona A | Juveniles - Primera rueda - M15 - Grupo I - Zona C | Juveniles - Segunda Rueda - M15 - Grupo l - Desarrollo | Juveniles - Segunda rueda - M 15 - Grupo I - Zona A | Menores de 15 - Grupo 1 - Zona A | Menores de 15 - Grupo 1 - Zona A - Segunda Rueda | Menores de 15 - Grupo 1 - Zona B - Primera Rueda | Menores de 15 - Grupo 1 - Zona B - Segunda Rueda,2021 2022 2023 2024 2025,8,,,,falta,ninguna
35,San Carlos,San Carlos A,A,M15,Menores de 15 - Primera Rueda - G2 NIVEL 2 Desarrollo,2026,1,,,,falta,ninguna
35,San Carlos,San Carlos B,B,M15,Menores de 15 - Primera Rueda - G2 NIVEL 2 Desarrollo Eq B,2026,1,,,,falta,ninguna
18,San Cirano,San Cirano A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona A | Juveniles - Primera rueda - M15 - Grupo II - Zona C | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A | Juveniles - Segunda rueda - M 15 - Grupo II - Zona B | Menores de 15 - Grupo 2 - Zona A - Primera Rueda | Menores de 15 - Grupo 2 - Zona A - Segunda Rueda | Menores de 15 - Grupo 2 - Zona C - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 2 Desarrollo,2021 2022 2023 2024 2025 2026,9,,,,falta,ninguna
18,San Cirano,San Cirano B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona A Eq B | Juveniles - Primera rueda - M15 - Grupo II - Zona C Equipos B | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A Equipos B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona B eq B | Menores de 15 - Grupo 2 - Zona A - Equipos B - Primera Rueda | Menores de 15 - Grupo 2 - Zona A - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona C - Equipos B | Menores de 15 - Grupo 2 - Zona C - Equipos B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 2 Desarrollo Eq B,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
32,San Fernando,San Fernando,,M15,Juveniles - Primera rueda - M15 - Grupo I - Zona C | Juveniles - Segunda Rueda - M15 - Grupo l - Ganadores | Menores de 15 - Grupo 1 - Zona A | Menores de 15 - Grupo 1 - Zona B - Primera Rueda | Menores de 15 - Grupo 1 - Zona B - Segunda Rueda | Menores de 15 - Primera Rueda - G1 A,2022 2023 2024 2026,6,,,,falta,ninguna
32,San Fernando,San Fernando A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 2 - Grupo II - Zona C | Juveniles - Segunda rueda - M 15 - Grupo II - Zona C | Menores de 15 - Grupo 2 - Zona C - Segunda Rueda | Menores de 15 - Grupo 2 - Zona D - Segunda Rueda,2021 2022 2025,4,,,,falta,ninguna
32,San Fernando,San Fernando B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 2 - Grupo II - Zona C Eq B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona C eq B | Menores de 15 - Grupo 2 - Zona C - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona D - Equipos B - Segunda Rueda,2021 2022 2025,4,,,,falta,ninguna
5,San Luis,San Luis A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona B | Juveniles - Primera rueda - M15 - Grupo II - Zona C | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A | Juveniles - Segunda rueda - M 15 - Grupo II - Zona C | Menores de 15 - Grupo 2 - Zona A - Segunda Rueda | Menores de 15 - Grupo 2 - Zona B | Menores de 15 - Grupo 2 - Zona B - Primera Rueda | Menores de 15 - Grupo 2 - Zona C - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 B,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
5,San Luis,San Luis B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona B Eq B | Juveniles - Primera rueda - M15 - Grupo II - Zona C Equipos B | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A Equipos B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona C eq B | Menores de 15 - Grupo 2 - Zona A - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona B - Equipos B | Menores de 15 - Grupo 2 - Zona B - Equipos B - Primera Rueda | Menores de 15 - Grupo 2 - Zona C - Equipos B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 B Eq B,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
57,San Marcos,San Marcos,,M15,Juveniles - Primera rueda - M 15 - Formativa - Zona B | Juveniles - Segunda rueda - M 15 - Grupo I - Formativa B | Menores de 15 - Grupo 1 - Zona B - Segunda Rueda | Menores de 15 - Grupo 1 - Zona C | Menores de 15 - Grupo 1 - Zona C - Segunda Rueda,2021 2023 2025,5,,,,club_no_existe,ninguna
20,San Martin,San Martin A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona B | Juveniles - Primera rueda - M15 - Grupo II - Zona A | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona B | Menores de 15 - Grupo 2 - Zona A | Menores de 15 - Grupo 2 - Zona A - Primera Rueda | Menores de 15 - Grupo 2 - Zona A - Segunda Rueda | Menores de 15 - Grupo 2 - Zona B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona D - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 B,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
20,San Martin,San Martin B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona B Eq B | Juveniles - Primera rueda - M15 - Grupo II - Zona A Equipos B | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores B Equipos B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona B eq B | Menores de 15 - Grupo 2 - Zona A - Equipos B | Menores de 15 - Grupo 2 - Zona A - Equipos B - Primera Rueda | Menores de 15 - Grupo 2 - Zona A - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona B - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona D - Equipos B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 B Eq B,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
56,San Miguel,San Miguel,,M15,Menores de 15 - Primera Rueda - G1 Formativa B,2026,1,,,,falta,ninguna
21,San Patricio,San Patricio,,M15,Juveniles - Primera rueda - M15 - Grupo I - Zona C | Juveniles - Segunda Rueda - M15 - Grupo l - Desarrollo | Menores de 15 - Grupo 1 - Zona A | Menores de 15 - Grupo 1 - Zona B - Primera Rueda | Menores de 15 - Grupo 1 - Zona B - Segunda Rueda | Menores de 15 - Primera Rueda - G1 B,2021 2022 2023 2024 2026,7,,,,falta,ninguna
21,San Patricio,San Patricio A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona C,2025,2,,,,falta,ninguna
21,San Patricio,San Patricio B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona B Eq B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona C eq B,2025,2,,,,falta,ninguna
1,SIC,SIC A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona A | Juveniles - Primera rueda - M15 - Grupo II - Zona C | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A | Juveniles - Segunda rueda - M 15 - Grupo II - Zona A | Menores de 15 - Grupo 2 - Zona A - Primera Rueda | Menores de 15 - Grupo 2 - Zona A - Segunda Rueda | Menores de 15 - Grupo 2 - Zona B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 B,2021 2022 2023 2024 2025 2026,9,,,,falta,ninguna
1,SIC,SIC B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona A Eq B | Juveniles - Primera rueda - M15 - Grupo II - Zona C Equipos B | Juveniles - Segunda Rueda - M15 - Grupo ll - Desarrollo | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A Equipos B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona A eq B | Menores de 15 - Grupo 2 - Zona A - Equipos B - Primera Rueda | Menores de 15 - Grupo 2 - Zona A - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona B - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona C - Equipos B | Menores de 15 - Primera Rueda - G2 NIVEL 1 B Eq B,2021 2022 2023 2024 2025 2026,11,,,,falta,ninguna
1,SIC,SIC C,C,M15,Juveniles - Primera rueda - M 15 - Nivel 2 - Grupo II - Zona C | Juveniles - Primera rueda - M15 - Grupo I - Zona C | Juveniles - Segunda rueda - M 15 - Grupo II - Zona Desarrollo | Menores de 15 - Grupo 1 - Formativa A | Menores de 15 - Grupo 1 - Zona A | Menores de 15 - Grupo 1 - Zona A - Segunda Rueda | Menores de 15 - Grupo 1 - Zona C - Segunda Rueda | Menores de 15 - Primera Rueda - G1 Formativa A,2021 2022 2023 2024 2025 2026,8,,,,falta,ninguna
1,SIC,SIC D,D,M15,Juveniles - Primera rueda - M 15 - Nivel 2 - Grupo II - Zona C Eq B | Juveniles - Primera rueda - M15 - Formativa A | Juveniles - Segunda Rueda - M15 - Grupo ll - Desarrollo Equipos B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona Desarrollo eq B | Menores de 15 - Grupo 1 - Formativa - Segunda Rueda | Menores de 15 - Grupo 1 - Formativa A | Menores de 15 - Grupo 1 - Formativa A - Segunda Rueda,2021 2022 2023 2024 2025,8,,,,falta,ninguna
43,SITAS,SITAS,,M15,Juveniles - Primera rueda - M 15 - Grupo I - Zona A | Juveniles - Segunda rueda - M 15 - Grupo I - Zona A | Menores de 15 - Grupo 1 - Zona B | Menores de 15 - Grupo 1 - Zona B - Segunda Rueda | Menores de 15 - Grupo 1 - Zona C - Primera Rueda,2022 2023 2025,5,,,,falta,ninguna
43,SITAS,SITAS A,A,M15,Juveniles - Primera rueda - M15 - Grupo II - Zona B | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A | Menores de 15 - Grupo 2 - Zona C - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 2 Desarrollo,2021 2024 2026,4,,,,falta,ninguna
43,SITAS,SITAS B,B,M15,Juveniles - Primera rueda - M15 - Grupo II - Zona B Equipos B | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A Equipos B | Menores de 15 - Grupo 2 - Zona C - Equipos B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 2 Desarrollo Eq B,2021 2024 2026,4,,,,falta,ninguna
72,Tigre,Tigre,,M15,Juveniles - Primera rueda - M 15 - Grupo I - Zona A | Juveniles - Primera rueda - M15 - Grupo I - Zona B | Juveniles - Segunda Rueda - M15 - Grupo l - Ganadores | Juveniles - Segunda rueda - M 15 - Grupo I - Zona B | Menores de 15 - Grupo 1 - Formativa B | Menores de 15 - Grupo 1 - Formativa C - Segunda Rueda | Menores de 15 - Grupo 1 - Zona B - Primera Rueda | Menores de 15 - Grupo 1 - Zona C - Segunda Rueda | Menores de 15 - Primera Rueda - G1 A,2022 2023 2024 2025 2026,9,,,,club_no_existe,ninguna
62,Tiro Federal de San Pedro,Tiro Federal de San Pedro,,M15,Juveniles - Primera rueda - M15 - Formativa B | Juveniles - Segunda Rueda - M15 - Grupo l - Desarrollo | Juveniles - Segunda rueda - M 15 - Grupo I - Zona B | Menores de 15 - Grupo 1 - Formativa A | Menores de 15 - Grupo 1 - Formativa B | Menores de 15 - Grupo 1 - Zona B - Segunda Rueda | Menores de 15 - Grupo 1 - Zona C - Segunda Rueda | Menores de 15 - Primera Rueda - G1 A,2021 2022 2023 2024 2025 2026,9,,,,club_no_existe,ninguna
29,Universitario de la Plata,Universitario de La Plata,,M15,Juveniles - Primera rueda - M15 - Grupo I - Zona A | Juveniles - Segunda Rueda - M15 - Grupo l - Ganadores | Menores de 15 - Grupo 1 - Zona A - Primera Rueda | Menores de 15 - Grupo 1 - Zona A - Segunda Rueda | Menores de 15 - Grupo 1 - Zona C,2021 2022 2023 2024,6,,,,falta,ninguna
29,Universitario de la Plata,Univ. De la Plata A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 2 - Grupo II - Zona C | Juveniles - Segunda rueda - M 15 - Grupo II - Zona C | Menores de 15 - Primera Rueda - G2 NIVEL 1 A,2025 2026,3,,,,falta,ninguna
29,Universitario de la Plata,Univ. De la Plata B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 2 - Grupo II - Zona C Eq B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona C eq B | Menores de 15 - Primera Rueda - G2 NIVEL 1 A Eq B,2025 2026,3,,,,falta,ninguna
68,Varela Jr.,Varela Jr.,,M15,Juveniles - Primera rueda - M 15 - Grupo I - Zona B | Juveniles - Primera rueda - M15 - Grupo I - Zona A | Juveniles - Segunda Rueda - M15 - Grupo l - Ganadores | Juveniles - Segunda rueda - M 15 - Grupo I - Zona B | Menores de 15 - Grupo 1 - Formativa C - Segunda Rueda | Menores de 15 - Grupo 1 - Zona A - Primera Rueda | Menores de 15 - Grupo 1 - Zona A - Segunda Rueda | Menores de 15 - Grupo 1 - Zona B - Segunda Rueda | Menores de 15 - Grupo 1 - Zona C,2021 2022 2023 2024 2025,9,,,,club_no_existe,ninguna
77,Vicente Lopez,Vicente Lopez,,M15,Juveniles - Primera rueda - M 15 - Formativa - Zona B | Juveniles - Primera rueda - M15 - Formativa B | Juveniles - Segunda Rueda - M15 - Formativa B,2024 2025,3,,,,club_no_existe,ninguna
45,Vicentinos,Vicentinos,,M15,Juveniles - Primera rueda - M 15 - Grupo I - Zona A | Juveniles - Primera rueda - M15 - Grupo I - Zona B | Juveniles - Segunda rueda - M 15 - Grupo I - Zona A | Menores de 15 - Grupo 1 - Formativa A | Menores de 15 - Grupo 1 - Zona A | Menores de 15 - Grupo 1 - Zona C - Segunda Rueda | Menores de 15 - Primera Rueda - G1 B,2021 2022 2023 2024 2025 2026,8,,,,falta,ninguna
45,Vicentinos,Vicentinos A,A,M15,Juveniles - Segunda Rueda - M15 - Grupo ll - Desarrollo | Menores de 15 - Grupo 2 - Zona C - Segunda Rueda,2023 2024,2,,,,falta,ninguna
45,Vicentinos,Vicentinos B,B,M15,Juveniles - Segunda Rueda - M15 - Grupo ll - Desarrollo Equipos B | Menores de 15 - Grupo 2 - Zona C - Equipos B - Segunda Rueda,2023 2024,2,,,,falta,ninguna
55,Virreyes,Virreyes,,M15,Menores de 15 - Primera Rueda - G1 B,2026,1,,,,falta,ninguna
55,Virreyes,Virreyes A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 2 - Grupo II - Zona C | Juveniles - Primera rueda - M15 - Grupo II - Zona A | Juveniles - Segunda Rueda - M15 - Grupo ll - Desarrollo | Juveniles - Segunda rueda - M 15 - Grupo II - Zona Desarrollo | Menores de 15 - Grupo 2 - Zona A | Menores de 15 - Grupo 2 - Zona B - Primera Rueda | Menores de 15 - Grupo 2 - Zona C - Segunda Rueda | Menores de 15 - Grupo 2 - Zona D - Segunda Rueda,2021 2022 2023 2024 2025,9,,,,falta,ninguna
55,Virreyes,Virreyes B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 2 - Grupo II - Zona C Eq B | Juveniles - Primera rueda - M15 - Grupo II - Zona A Equipos B | Juveniles - Segunda Rueda - M15 - Grupo ll - Desarrollo Equipos B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona Desarrollo eq B | Menores de 15 - Grupo 2 - Zona A - Equipos B | Menores de 15 - Grupo 2 - Zona B - Equipos B - Primera Rueda | Menores de 15 - Grupo 2 - Zona C - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona D - Equipos B - Segunda Rueda,2021 2022 2023 2024 2025,9,,,,falta,ninguna
61,Albatros,Albatros,,M16,Juveniles - Primera rueda - M 16 - Grupo I - Zona A | Juveniles - Primera rueda - M16 - Grupo I - Zona B | Juveniles - Segunda Rueda - M16 - Grupo l - Desarrollo | Juveniles - Segunda rueda - M 16 - Grupo I - Ganadores | Menores de 16 - Grupo 1 - Desarrollo - Segunda Rueda | Menores de 16 - Grupo 1 - Zona A | Menores de 16 - Grupo 1 - Zona B - Segunda Rueda | Menores de 16 - Grupo 1 - Zona D - Primera Rueda | Menores de 16 - Primera Rueda - G1 A,2021 2023 2024 2025 2026,9,,,,club_no_existe,ninguna
74,Almafuerte,Almafuerte,,M16,Menores de 16 - Primera Rueda - G1 B,2026,1,,,,club_no_existe,ninguna
