prioridad,tipo,urba_club_id,nombre,categoria,sufijo,union_id,sport,logo_url,id_sugerido,institucion_padre_urba_id,anios,veces,motivo
2,equipo_juvenil,3,"CASI M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/casi.png,casi-m16-b,3,2021 2022 2023 2024 2025 2026,11,la institución existe; el equipo juvenil no
2,equipo_juvenil,3,"CASI M16 ""C""",M16,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/casi.png,casi-m16-c,3,2023 2024 2025 2026,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,3,"CASI M16 ""D""",M16,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/casi.png,casi-m16-d,3,2026,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,3,"CASI M17 ""C""",M17,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/casi.png,casi-m17-c,3,2023 2024 2025 2026,6,la institución existe; el equipo juvenil no
2,equipo_juvenil,3,"CASI M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/casi.png,casi-m18-a,3,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,3,"CASI M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/casi.png,casi-m18-b,3,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,3,"CASI M19 ""C""",M19,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/casi.png,casi-m19-c,3,2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,3,"CASI M19 ""D""",M19,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/casi.png,casi-m19-d,3,2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,3,"CASI M19 ""E""",M19,E,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/casi.png,casi-m19-e,3,2025 2026,4,la institución existe; el equipo juvenil no
2,equipo_juvenil,3,"CASI M19 ""F""",M19,F,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/casi.png,casi-m19-f,3,2026,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,3,"CASI M20 ""A""",M20,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/casi.png,casi-m20-a,3,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,3,"CASI M20 ""B""",M20,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/casi.png,casi-m20-b,3,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,3,CASI M22,M22,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/casi.png,casi-m22,3,2024 2025 2026,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,42,Centro Naval M15,M15,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/centronaval.png,centro-naval-m15,42,2021 2022 2023 2025 2026,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,42,Centro Naval M16,M16,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/centronaval.png,centro-naval-m16,42,2022 2025 2026,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,42,"Centro Naval M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/centronaval.png,centro-naval-m16-a,42,2021 2024,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,42,"Centro Naval M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/centronaval.png,centro-naval-m16-b,42,2021 2024,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,42,Centro Naval M17,M17,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/centronaval.png,centro-naval-m17,42,2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,42,"Centro Naval M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/centronaval.png,centro-naval-m18-a,42,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,42,"Centro Naval M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/centronaval.png,centro-naval-m18-b,42,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,42,Centro Naval M19,M19,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/centronaval.png,centro-naval-m19,42,2025,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,42,"Centro Naval M19 ""A""",M19,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/centronaval.png,centro-naval-m19-a,42,2022 2023 2024 2026,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,42,"Centro Naval M19 ""B""",M19,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/centronaval.png,centro-naval-m19-b,42,2022 2023 2024 2026,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,42,Centro Naval M20,M20,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/centronaval.png,centro-naval-m20,42,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M15 ""A""",M15,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m15-a,11,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M15 ""B""",M15,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m15-b,11,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M15 ""C""",M15,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m15-c,11,2021 2023 2024 2025 2026,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M15 ""D""",M15,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m15-d,11,2025,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m16-a,11,2021 2022 2023 2024 2025 2026,11,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m16-b,11,2021 2022 2023 2024 2025 2026,11,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M16 ""C""",M16,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m16-c,11,2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M16 ""D""",M16,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m16-d,11,2026,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M17 ""C""",M17,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m17-c,11,2023 2024 2025 2026,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m18-a,11,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m18-b,11,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M19 ""B""",M19,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m19-b,11,2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M19 ""C""",M19,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m19-c,11,2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M19 ""D""",M19,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m19-d,11,2022 2024 2025 2026,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M19 ""E""",M19,E,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m19-e,11,2025 2026,4,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M19 ""F""",M19,F,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m19-f,11,2025,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M20 ""A""",M20,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m20-a,11,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,"Club Champagnat M20 ""B""",M20,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m20-b,11,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,11,Club Champagnat M22,M22,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/champagnat.png,club-champagnat-m22,11,2024 2026,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,Ciudad de Buenos Aires M15,M15,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m15,54,2021 2023 2024 2025,6,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,"Ciudad de Buenos Aires M15 ""A""",M15,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m15-a,54,2022 2023 2026,4,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,"Ciudad de Buenos Aires M15 ""B""",M15,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m15-b,54,2022 2023 2026,4,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,Ciudad de Buenos Aires M16,M16,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m16,54,2021 2022 2024 2025 2026,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,"Ciudad de Buenos Aires M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m16-a,54,2022 2023,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,"Ciudad de Buenos Aires M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m16-b,54,2022 2023,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,Ciudad de Buenos Aires M17,M17,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m17,54,2022 2025 2026,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,"Ciudad de Buenos Aires M17 ""A""",M17,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m17-a,54,2023 2024,4,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,"Ciudad de Buenos Aires M17 ""B""",M17,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m17-b,54,2023 2024,4,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,"Ciudad de Buenos Aires M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m18-a,54,2021,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,"Ciudad de Buenos Aires M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m18-b,54,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,Ciudad de Buenos Aires M19,M19,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m19,54,2022 2023 2026,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,"Ciudad de Buenos Aires M19 ""A""",M19,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m19-a,54,2024 2025 2026,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,"Ciudad de Buenos Aires M19 ""B""",M19,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m19-b,54,2024 2025 2026,6,la institución existe; el equipo juvenil no
2,equipo_juvenil,54,"Ciudad de Buenos Aires M19 ""C""",M19,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/ciudaddebsas.png,ciudad-de-buenos-aires-m19-c,54,2025,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M15 ""A""",M15,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m15-a,2,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M15 ""B""",M15,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m15-b,2,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M15 ""C""",M15,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m15-c,2,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M15 ""D""",M15,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m15-d,2,2023 2025 2026,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m16-a,2,2021 2022 2023 2024 2025 2026,11,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m16-b,2,2021 2022 2023 2024 2025 2026,11,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M16 ""C""",M16,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m16-c,2,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M16 ""D""",M16,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m16-d,2,2024 2025 2026,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M17 ""C""",M17,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m17-c,2,2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M17 ""D""",M17,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m17-d,2,2025 2026,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m18-a,2,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m18-b,2,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M19 ""C""",M19,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m19-c,2,2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M19 ""D""",M19,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m19-d,2,2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M19 ""E""",M19,E,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m19-e,2,2024 2025 2026,6,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M19 ""F""",M19,F,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m19-f,2,2025 2026,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M20 ""A""",M20,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m20-a,2,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M20 ""B""",M20,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m20-b,2,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,"CUBA M20 ""C""",M20,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m20-c,2,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,2,CUBA M22,M22,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/cuba.png,cuba-m22,2,2024 2025 2026,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,Curupaytí M15,M15,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m15,24,2022 2026,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,"Curupaytí M15 ""A""",M15,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m15-a,24,2021 2023 2024 2025,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,"Curupaytí M15 ""B""",M15,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m15-b,24,2021 2023 2024 2025,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,Curupaytí M16,M16,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m16,24,2022 2023,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,"Curupaytí M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m16-a,24,2021 2024 2025 2026,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,"Curupaytí M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m16-b,24,2021 2023 2024 2025 2026,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,Curupaytí M17,M17,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m17,24,2023,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,"Curupaytí M17 ""A""",M17,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m17-a,24,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,"Curupaytí M17 ""B""",M17,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m17-b,24,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,"Curupaytí M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m18-a,24,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,"Curupaytí M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m18-b,24,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,"Curupaytí M19 ""A""",M19,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m19-a,24,2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,"Curupaytí M19 ""B""",M19,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m19-b,24,2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,"Curupaytí M20 ""A""",M20,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m20-a,24,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,24,"Curupaytí M20 ""B""",M20,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/curupayti.png,curupayti-m20-b,24,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,52,Club Daom M15,M15,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/daom.png,club-daom-m15,52,2022 2023 2025 2026,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,52,Club Daom M16,M16,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/daom.png,club-daom-m16,52,2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,52,"Club Daom M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/daom.png,club-daom-m16-a,52,2021,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,52,"Club Daom M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/daom.png,club-daom-m16-b,52,2021,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,52,Club Daom M17,M17,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/daom.png,club-daom-m17,52,2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,52,Club Daom M18,M18,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/daom.png,club-daom-m18,52,2021,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,52,"Club Daom M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/daom.png,club-daom-m18-a,52,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,52,"Club Daom M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/daom.png,club-daom-m18-b,52,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,52,Club Daom M19,M19,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/daom.png,club-daom-m19,52,2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,44,Asoc. Del Sur M15,M15,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/delsur.png,asoc-del-sur-m15,44,2021 2022 2023 2024 2026,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,44,"Asoc. Del Sur M15 ""A""",M15,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/delsur.png,asoc-del-sur-m15-a,44,2025,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,44,"Asoc. Del Sur M15 ""B""",M15,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/delsur.png,asoc-del-sur-m15-b,44,2025,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,44,Asoc. Del Sur M16,M16,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/delsur.png,asoc-del-sur-m16,44,2021 2022 2024,6,la institución existe; el equipo juvenil no
2,equipo_juvenil,44,"Asoc. Del Sur M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/delsur.png,asoc-del-sur-m16-a,44,2026,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,44,"Asoc. Del Sur M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/delsur.png,asoc-del-sur-m16-b,44,2026,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,44,Asoc. Del Sur M17,M17,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/delsur.png,asoc-del-sur-m17,44,2022 2024 2026,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,44,"Asoc. Del Sur M17 ""A""",M17,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/delsur.png,asoc-del-sur-m17-a,44,2023 2025,4,la institución existe; el equipo juvenil no
