provider,external_id,club_id_sugerido,urba_club_id,categoria,sufijo,confidence,nivel,etapa_que_lo_crea,urba_institucion,urba_nombre_equipo,anios,veces
urba,24|M15|A,curupayti-m15-a,24,M15,A,exacto,equipo_juvenil,3,Curupayti,Curupayti A,2021 2023 2024 2025,7
urba,24|M15|B,curupayti-m15-b,24,M15,B,exacto,equipo_juvenil,3,Curupayti,Curupayti B,2021 2023 2024 2025,7
urba,24|M16|,curupayti-m16,24,M16,"",exacto,equipo_juvenil,3,Curupayti,Curupayti,2022 2023,3
urba,24|M16|A,curupayti-m16-a,24,M16,A,exacto,equipo_juvenil,3,Curupayti,Curupayti A,2021 2024 2025 2026,7
urba,24|M16|B,curupayti-m16-b,24,M16,B,exacto,equipo_juvenil,3,Curupayti,Curupayti B,2021 2023 2024 2025 2026,8
urba,24|M17|,curupayti-m17,24,M17,"",exacto,equipo_juvenil,3,Curupayti,Curupayti,2023,1
urba,24|M17|A,curupayti-m17-a,24,M17,A,exacto,equipo_juvenil,3,Curupayti,Curupayti A,2021 2022 2023 2024 2025 2026,10
urba,24|M17|B,curupayti-m17-b,24,M17,B,exacto,equipo_juvenil,3,Curupayti,Curupayti B,2021 2022 2023 2024 2025 2026,10
urba,24|M18|A,curupayti-m18-a,24,M18,A,exacto,equipo_juvenil,3,Curupayti,Curupayti A,2021,2
urba,24|M18|B,curupayti-m18-b,24,M18,B,exacto,equipo_juvenil,3,Curupayti,Curupayti B,2021,2
urba,24|M19|A,curupayti-m19-a,24,M19,A,exacto,equipo_juvenil,3,Curupayti,Curupayti A,2022 2023 2024 2025 2026,10
urba,24|M19|B,curupayti-m19-b,24,M19,B,exacto,equipo_juvenil,3,Curupayti,Curupayti B,2022 2023 2024 2025 2026,9
urba,24|M20|A,curupayti-m20-a,24,M20,A,exacto,equipo_juvenil,3,Curupayti,Curupayti A,2021,2
urba,24|M20|B,curupayti-m20-b,24,M20,B,exacto,equipo_juvenil,3,Curupayti,Curupayti B,2021,2
urba,52|M15|,club-daom-m15,52,M15,"",exacto,equipo_juvenil,3,Daom,Daom,2022 2023 2025 2026,7
urba,52|M16|,club-daom-m16,52,M16,"",exacto,equipo_juvenil,3,Daom,Daom,2022 2023 2024 2025 2026,9
urba,52|M16|A,club-daom-m16-a,52,M16,A,exacto,equipo_juvenil,3,Daom,Daom A,2021,1
urba,52|M16|B,club-daom-m16-b,52,M16,B,exacto,equipo_juvenil,3,Daom,Daom B,2021,1
urba,52|M17|,club-daom-m17,52,M17,"",exacto,equipo_juvenil,3,Daom,Daom,2022 2023 2024 2025 2026,9
urba,52|M18|,club-daom-m18,52,M18,"",exacto,equipo_juvenil,3,Daom,Daom,2021,1
urba,52|M18|A,club-daom-m18-a,52,M18,A,exacto,equipo_juvenil,3,Daom,Daom A,2021,2
urba,52|M18|B,club-daom-m18-b,52,M18,B,exacto,equipo_juvenil,3,Daom,Daom B,2021,2
urba,52|M19|,club-daom-m19,52,M19,"",exacto,equipo_juvenil,3,Daom,Daom,2022 2023 2024 2025 2026,10
urba,44|M15|,asoc-del-sur-m15,44,M15,"",exacto,equipo_juvenil,3,Del Sur,Del Sur Rugby,2021 2022 2023 2024 2026,7
urba,44|M15|A,asoc-del-sur-m15-a,44,M15,A,exacto,equipo_juvenil,3,Del Sur,Del Sur A,2025,2
urba,44|M15|B,asoc-del-sur-m15-b,44,M15,B,exacto,equipo_juvenil,3,Del Sur,Del Sur B,2025,2
urba,44|M16|,asoc-del-sur-m16,44,M16,"",exacto,equipo_juvenil,3,Del Sur,Del Sur Rugby,2021 2022 2024,6
urba,44|M16|A,asoc-del-sur-m16-a,44,M16,A,exacto,equipo_juvenil,3,Del Sur,Del Sur A,2026,1
urba,44|M16|B,asoc-del-sur-m16-b,44,M16,B,exacto,equipo_juvenil,3,Del Sur,Del Sur B,2026,1
urba,44|M17|,asoc-del-sur-m17,44,M17,"",exacto,equipo_juvenil,3,Del Sur,Del Sur Rugby,2022 2024 2026,5
urba,44|M17|A,asoc-del-sur-m17-a,44,M17,A,exacto,equipo_juvenil,3,Del Sur,Del Sur Rugby A,2023 2025,4
urba,44|M17|B,asoc-del-sur-m17-b,44,M17,B,exacto,equipo_juvenil,3,Del Sur,Del Sur Rugby B,2023 2025,4
urba,44|M18|A,asoc-del-sur-m18-a,44,M18,A,exacto,equipo_juvenil,3,Del Sur,Del Sur Rugby A,2021,2
urba,44|M18|B,asoc-del-sur-m18-b,44,M18,B,exacto,equipo_juvenil,3,Del Sur,Del Sur Rugby B,2021,2
urba,44|M19|,asoc-del-sur-m19,44,M19,"",exacto,equipo_juvenil,3,Del Sur,Del Sur,2022 2024 2025 2026,6
urba,44|M19|A,asoc-del-sur-m19-a,44,M19,A,exacto,equipo_juvenil,3,Del Sur,Del Sur Rugby A,2023 2024 2025,4
urba,44|M19|B,asoc-del-sur-m19-b,44,M19,B,exacto,equipo_juvenil,3,Del Sur,Del Sur Rugby B,2023 2024 2025,4
urba,33|M15|,delta-r-c-m15,33,M15,"",exacto,equipo_juvenil,3,Delta,Delta,2022 2024 2026,5
urba,33|M15|A,delta-r-c-m15-a,33,M15,A,exacto,equipo_juvenil,3,Delta,Delta A,2021 2023 2025,5
urba,33|M15|B,delta-r-c-m15-b,33,M15,B,exacto,equipo_juvenil,3,Delta,Delta B,2021 2023 2025,5
urba,33|M16|,delta-r-c-m16,33,M16,"",exacto,equipo_juvenil,3,Delta,Delta,2021 2026,3
urba,33|M16|A,delta-r-c-m16-a,33,M16,A,exacto,equipo_juvenil,3,Delta,Delta A,2022 2023 2024 2025,7
urba,33|M16|B,delta-r-c-m16-b,33,M16,B,exacto,equipo_juvenil,3,Delta,Delta B,2022 2023 2024 2025,7
urba,33|M17|,delta-r-c-m17,33,M17,"",exacto,equipo_juvenil,3,Delta,Delta,2021 2024 2025 2026,5
urba,33|M17|A,delta-r-c-m17-a,33,M17,A,exacto,equipo_juvenil,3,Delta,Delta A,2021 2022 2023 2025,6
urba,33|M17|B,delta-r-c-m17-b,33,M17,B,exacto,equipo_juvenil,3,Delta,Delta B,2021 2022 2023 2025,6
urba,33|M18|A,delta-r-c-m18-a,33,M18,A,exacto,equipo_juvenil,3,Delta,Delta A,2021,2
urba,33|M18|B,delta-r-c-m18-b,33,M18,B,exacto,equipo_juvenil,3,Delta,Delta B,2021,2
urba,33|M19|A,delta-r-c-m19-a,33,M19,A,exacto,equipo_juvenil,3,Delta,Delta A,2022 2023 2024 2025 2026,10
urba,33|M19|B,delta-r-c-m19-b,33,M19,B,exacto,equipo_juvenil,3,Delta,Delta B,2022 2023 2024 2025 2026,10
urba,33|M19|C,delta-r-c-m19-c,33,M19,C,exacto,equipo_juvenil,3,Delta,Delta C,2023 2024,3
urba,17|M15|A,deportiva-francesa-m15-a,17,M15,A,exacto,equipo_juvenil,3,Deportiva Francesa,Deportiva Francesa A,2021 2022 2023 2024 2025 2026,9
urba,17|M15|B,deportiva-francesa-m15-b,17,M15,B,exacto,equipo_juvenil,3,Deportiva Francesa,Deportiva Francesa B,2021 2022 2023 2024 2025 2026,10
urba,17|M15|C,deportiva-francesa-m15-c,17,M15,C,exacto,equipo_juvenil,3,Deportiva Francesa,Deportiva Francesa C,2023 2024,4
urba,17|M16|A,deportiva-francesa-m16-a,17,M16,A,exacto,equipo_juvenil,3,Deportiva Francesa,Deportiva Francesa A,2021 2022 2023 2024 2025 2026,11
urba,17|M16|B,deportiva-francesa-m16-b,17,M16,B,exacto,equipo_juvenil,3,Deportiva Francesa,Deportiva Francesa B,2021 2022 2023 2024 2025 2026,10
urba,17|M16|C,deportiva-francesa-m16-c,17,M16,C,exacto,equipo_juvenil,3,Deportiva Francesa,A.D. Francesa C,2024 2025 2026,5
urba,17|M17|C,deportiva-francesa-m17-c,17,M17,C,exacto,equipo_juvenil,3,Deportiva Francesa,Deportiva Francesa C,2022 2023 2025 2026,7
urba,17|M18|A,deportiva-francesa-m18-a,17,M18,A,exacto,equipo_juvenil,3,Deportiva Francesa,Deportiva Francesa A,2021,2
urba,17|M18|B,deportiva-francesa-m18-b,17,M18,B,exacto,equipo_juvenil,3,Deportiva Francesa,Deportiva Francesa B,2021,2
urba,17|M19|C,deportiva-francesa-m19-c,17,M19,C,exacto,equipo_juvenil,3,Deportiva Francesa,Deportiva Francesa C,2022 2023 2024 2025 2026,9
urba,17|M19|D,deportiva-francesa-m19-d,17,M19,D,exacto,equipo_juvenil,3,Deportiva Francesa,Deportiva Francesa D,2023 2024,4
urba,17|M20|A,deportiva-francesa-m20-a,17,M20,A,exacto,equipo_juvenil,3,Deportiva Francesa,Deportiva Francesa A,2021,2
urba,17|M20|B,deportiva-francesa-m20-b,17,M20,B,exacto,equipo_juvenil,3,Deportiva Francesa,Deportiva Francesa B,2021,2
urba,37|M15|,don-bosco-m15,37,M15,"",exacto,equipo_juvenil,3,Don Bosco,Don Bosco,2021 2022 2023 2024 2025 2026,10
urba,37|M16|,don-bosco-m16,37,M16,"",exacto,equipo_juvenil,3,Don Bosco,Don Bosco,2022 2024 2025 2026,7
urba,37|M16|A,don-bosco-m16-a,37,M16,A,exacto,equipo_juvenil,3,Don Bosco,Don Bosco A,2021,2
urba,37|M16|B,don-bosco-m16-b,37,M16,B,exacto,equipo_juvenil,3,Don Bosco,Don Bosco B,2021,2
urba,37|M17|,don-bosco-m17,37,M17,"",exacto,equipo_juvenil,3,Don Bosco,Don Bosco,2022 2024 2025 2026,6
urba,37|M17|A,don-bosco-m17-a,37,M17,A,exacto,equipo_juvenil,3,Don Bosco,Don Bosco A,2023 2025,3
urba,37|M17|B,don-bosco-m17-b,37,M17,B,exacto,equipo_juvenil,3,Don Bosco,Don Bosco B,2023 2025,3
urba,37|M18|A,don-bosco-m18-a,37,M18,A,exacto,equipo_juvenil,3,Don Bosco,Don Bosco A,2021,2
urba,37|M18|B,don-bosco-m18-b,37,M18,B,exacto,equipo_juvenil,3,Don Bosco,Don Bosco B,2021,1
urba,37|M19|,don-bosco-m19,37,M19,"",exacto,equipo_juvenil,3,Don Bosco,Don Bosco,2022 2023 2024 2025 2026,7
urba,37|M19|A,don-bosco-m19-a,37,M19,A,exacto,equipo_juvenil,3,Don Bosco,Don Bosco A,2022 2023 2025,3
urba,37|M19|B,don-bosco-m19-b,37,M19,B,exacto,equipo_juvenil,3,Don Bosco,Don Bosco B,2022 2023 2025,3
urba,30|M15|,geba-m15,30,M15,"",exacto,equipo_juvenil,3,Gimnasia y Esgrima,Gimnasia y Esgrima Bs. As,2021 2022 2023,4
urba,30|M15|A,geba-m15-a,30,M15,A,exacto,equipo_juvenil,3,Gimnasia y Esgrima,G y Esgrima A,2023 2024 2025 2026,6
urba,30|M15|B,geba-m15-b,30,M15,B,exacto,equipo_juvenil,3,Gimnasia y Esgrima,G y Esgrima B,2023 2024 2025 2026,6
urba,30|M16|,geba-m16,30,M16,"",exacto,equipo_juvenil,3,Gimnasia y Esgrima,Gimnasia y Esgrima Bs. As,2021 2023,3
urba,30|M16|A,geba-m16-a,30,M16,A,exacto,equipo_juvenil,3,Gimnasia y Esgrima,G y Esgrima A,2022 2024 2025 2026,7
urba,30|M16|B,geba-m16-b,30,M16,B,exacto,equipo_juvenil,3,Gimnasia y Esgrima,G y Esgrima B,2022 2024 2025 2026,7
urba,30|M17|,geba-m17,30,M17,"",exacto,equipo_juvenil,3,Gimnasia y Esgrima,Gimnasia y Esgrima Bs. As,2022 2023 2024,5
urba,30|M18|A,geba-m18-a,30,M18,A,exacto,equipo_juvenil,3,Gimnasia y Esgrima,Gimnasia y Esgrima bs. As A,2021,2
urba,30|M18|B,geba-m18-b,30,M18,B,exacto,equipo_juvenil,3,Gimnasia y Esgrima,Gimnasia y Esgrima bs. As B,2021,2
urba,30|M19|C,geba-m19-c,30,M19,C,exacto,equipo_juvenil,3,Gimnasia y Esgrima,G y Esgrima C,2024 2025 2026,6
urba,30|M20|A,geba-m20-a,30,M20,A,exacto,equipo_juvenil,3,Gimnasia y Esgrima,Gimnasia y Esgrima bs. As A,2021,2
urba,30|M20|B,geba-m20-b,30,M20,B,exacto,equipo_juvenil,3,Gimnasia y Esgrima,Gimnasia y Esgrima bs. As B,2021,2
urba,6|M15|A,hindu-club-m15-a,6,M15,A,exacto,equipo_juvenil,3,Hindú,Hindu A,2021 2022 2023 2024 2025 2026,9
urba,6|M15|B,hindu-club-m15-b,6,M15,B,exacto,equipo_juvenil,3,Hindú,Hindu B,2021 2022 2023 2024 2025 2026,10
urba,6|M16|A,hindu-club-m16-a,6,M16,A,exacto,equipo_juvenil,3,Hindú,Hindu A,2021 2022 2023 2024 2025 2026,11
urba,6|M16|B,hindu-club-m16-b,6,M16,B,exacto,equipo_juvenil,3,Hindú,Hindu B,2021 2022 2023 2024 2025 2026,10
urba,6|M18|A,hindu-club-m18-a,6,M18,A,exacto,equipo_juvenil,3,Hindú,Hindu A,2021,2
urba,6|M18|B,hindu-club-m18-b,6,M18,B,exacto,equipo_juvenil,3,Hindú,Hindu B,2021,2
urba,6|M19|C,hindu-club-m19-c,6,M19,C,exacto,equipo_juvenil,3,Hindú,Hindu C,2022 2023 2024 2025 2026,10
urba,6|M19|D,hindu-club-m19-d,6,M19,D,exacto,equipo_juvenil,3,Hindú,Hindu D,2026,2
urba,6|M20|A,hindu-club-m20-a,6,M20,A,exacto,equipo_juvenil,3,Hindú,Hindu A,2021,2
urba,6|M20|B,hindu-club-m20-b,6,M20,B,exacto,equipo_juvenil,3,Hindú,Hindu B,2021,2
urba,6|M22|,hindu-club-m22,6,M22,"",exacto,equipo_juvenil,3,Hindú,Hindu,2024 2025 2026,3
urba,19|M15|,hurling-m15,19,M15,"",exacto,equipo_juvenil,3,Hurling,Hurling,2022 2023 2024 2026,6
urba,19|M15|A,hurling-m15-a,19,M15,A,exacto,equipo_juvenil,3,Hurling,Hurling A,2021 2023 2025,4
urba,19|M15|B,hurling-m15-b,19,M15,B,exacto,equipo_juvenil,3,Hurling,Hurling B,2021 2023 2025,4
urba,19|M16|,hurling-m16,19,M16,"",exacto,equipo_juvenil,3,Hurling,Hurling,2023,2
urba,19|M16|A,hurling-m16-a,19,M16,A,exacto,equipo_juvenil,3,Hurling,Hurling A,2021 2022 2024 2025 2026,9
urba,19|M16|B,hurling-m16-b,19,M16,B,exacto,equipo_juvenil,3,Hurling,Hurling B,2021 2022 2024 2025 2026,9
urba,19|M17|,hurling-m17,19,M17,"",exacto,equipo_juvenil,3,Hurling,Hurling,2021,1
urba,19|M17|A,hurling-m17-a,19,M17,A,exacto,equipo_juvenil,3,Hurling,Hurling A,2022 2023 2024 2025 2026,9
urba,19|M17|B,hurling-m17-b,19,M17,B,exacto,equipo_juvenil,3,Hurling,Hurling B,2022 2023 2024 2025 2026,9
urba,19|M18|A,hurling-m18-a,19,M18,A,exacto,equipo_juvenil,3,Hurling,Hurling A,2021,2
urba,19|M18|B,hurling-m18-b,19,M18,B,exacto,equipo_juvenil,3,Hurling,Hurling B,2021,2
urba,19|M19|C,hurling-m19-c,19,M19,C,exacto,equipo_juvenil,3,Hurling,Hurling C,2023 2024,3
urba,28|M15|,club-italiano-m15,28,M15,"",exacto,equipo_juvenil,3,Italiano,Italiano,2022 2023 2024 2025 2026,6
urba,28|M15|A,club-italiano-m15-a,28,M15,A,exacto,equipo_juvenil,3,Italiano,Italiano A,2023 2024,2
urba,28|M15|B,club-italiano-m15-b,28,M15,B,exacto,equipo_juvenil,3,Italiano,Italiano B,2023 2024,2
urba,28|M16|,club-italiano-m16,28,M16,"",exacto,equipo_juvenil,3,Italiano,Italiano,2021 2024 2026,3
urba,28|M16|A,club-italiano-m16-a,28,M16,A,exacto,equipo_juvenil,3,Italiano,Italiano A,2023 2024 2025,5
urba,28|M16|B,club-italiano-m16-b,28,M16,B,exacto,equipo_juvenil,3,Italiano,Italiano B,2024 2025,3
urba,28|M17|,club-italiano-m17,28,M17,"",exacto,equipo_juvenil,3,Italiano,Italiano,2022 2023 2025 2026,7
urba,28|M17|A,club-italiano-m17-a,28,M17,A,exacto,equipo_juvenil,3,Italiano,Italiano A,2024,2
urba,28|M17|B,club-italiano-m17-b,28,M17,B,exacto,equipo_juvenil,3,Italiano,Italiano B,2024,2
urba,28|M18|,club-italiano-m18,28,M18,"",exacto,equipo_juvenil,3,Italiano,Italiano,2021,2
urba,28|M19|,club-italiano-m19,28,M19,"",exacto,equipo_juvenil,3,Italiano,Italiano,2022 2023,4
urba,28|M19|A,club-italiano-m19-a,28,M19,A,exacto,equipo_juvenil,3,Italiano,Italiano A,2024 2025 2026,6
urba,28|M19|B,club-italiano-m19-b,28,M19,B,exacto,equipo_juvenil,3,Italiano,Italiano B,2024 2025 2026,6
urba,13|M15|A,la-plata-m15-a,13,M15,A,exacto,equipo_juvenil,3,La Plata,La Plata A,2021 2022 2023 2024 2025 2026,9
urba,13|M15|B,la-plata-m15-b,13,M15,B,exacto,equipo_juvenil,3,La Plata,La Plata B,2021 2022 2023 2024 2025 2026,10
urba,13|M15|C,la-plata-m15-c,13,M15,C,exacto,equipo_juvenil,3,La Plata,La Plata C,2021 2022 2023 2025 2026,7
urba,13|M16|A,la-plata-m16-a,13,M16,A,exacto,equipo_juvenil,3,La Plata,La Plata A,2021 2022 2023 2024 2025 2026,11
urba,13|M16|B,la-plata-m16-b,13,M16,B,exacto,equipo_juvenil,3,La Plata,La Plata B,2021 2022 2023 2024 2025 2026,10
urba,13|M16|C,la-plata-m16-c,13,M16,C,exacto,equipo_juvenil,3,La Plata,La Plata C,2021 2022 2023 2024 2025 2026,10
urba,13|M17|C,la-plata-m17-c,13,M17,C,exacto,equipo_juvenil,3,La Plata,La Plata C,2021 2023 2024 2025 2026,9
urba,13|M18|A,la-plata-m18-a,13,M18,A,exacto,equipo_juvenil,3,La Plata,La Plata A,2021,2
urba,13|M18|B,la-plata-m18-b,13,M18,B,exacto,equipo_juvenil,3,La Plata,La Plata B,2021,1
urba,13|M19|C,la-plata-m19-c,13,M19,C,exacto,equipo_juvenil,3,La Plata,La Plata C,2022 2023 2025 2026,8
urba,13|M19|D,la-plata-m19-d,13,M19,D,exacto,equipo_juvenil,3,La Plata,La Plata D,2024 2025 2026,6
urba,13|M19|E,la-plata-m19-e,13,M19,E,exacto,equipo_juvenil,3,La Plata,La Plata E,2024 2025,4
urba,13|M20|A,la-plata-m20-a,13,M20,A,exacto,equipo_juvenil,3,La Plata,La Plata A,2021,2
urba,13|M20|B,la-plata-m20-b,13,M20,B,exacto,equipo_juvenil,3,La Plata,La Plata B,2021,2
urba,13|M22|,la-plata-m22,13,M22,"",exacto,equipo_juvenil,3,La Plata,La Plata,2024 2025 2026,3
urba,51|M15|,lanus-r-c-m15,51,M15,"",exacto,equipo_juvenil,3,Lanus,Lanus,2021 2022 2023 2024 2025 2026,10
urba,51|M16|,lanus-r-c-m16,51,M16,"",exacto,equipo_juvenil,3,Lanus,Lanus,2021 2022 2023 2024 2025 2026,11
urba,51|M17|,lanus-r-c-m17,51,M17,"",exacto,equipo_juvenil,3,Lanus,Lanus,2022 2023 2024 2025 2026,9
urba,51|M18|A,lanus-r-c-m18-a,51,M18,A,exacto,equipo_juvenil,3,Lanus,Lanus A,2021,2
urba,51|M18|B,lanus-r-c-m18-b,51,M18,B,exacto,equipo_juvenil,3,Lanus,Lanus B,2021,1
urba,51|M19|,lanus-r-c-m19,51,M19,"",exacto,equipo_juvenil,3,Lanus,Lanus,2023 2024 2025 2026,8
urba,51|M19|A,lanus-r-c-m19-a,51,M19,A,exacto,equipo_juvenil,3,Lanus,Lanus A,2022,2
urba,51|M19|B,lanus-r-c-m19-b,51,M19,B,exacto,equipo_juvenil,3,Lanus,Lanus B,2022,2
urba,51|M20|,lanus-r-c-m20,51,M20,"",exacto,equipo_juvenil,3,Lanus,Lanus,2021,1
urba,36|M15|,liceo-militar-m15,36,M15,"",exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar,2021 2022 2023 2024 2025 2026,9
urba,36|M15|A,liceo-militar-m15-a,36,M15,A,exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar A,2024,1
urba,36|M15|B,liceo-militar-m15-b,36,M15,B,exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar B,2024,1
urba,36|M16|,liceo-militar-m16,36,M16,"",exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar,2021 2022 2023 2024 2025 2026,9
urba,36|M16|A,liceo-militar-m16-a,36,M16,A,exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar A,2025,1
urba,36|M16|B,liceo-militar-m16-b,36,M16,B,exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar B,2025,1
urba,36|M17|,liceo-militar-m17,36,M17,"",exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar,2022 2023 2024 2025 2026,8
urba,36|M17|A,liceo-militar-m17-a,36,M17,A,exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar A,2021,2
urba,36|M17|B,liceo-militar-m17-b,36,M17,B,exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar B,2021,2
urba,36|M18|,liceo-militar-m18,36,M18,"",exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar,2021,2
urba,36|M19|,liceo-militar-m19,36,M19,"",exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar,2024 2025 2026,6
urba,36|M19|A,liceo-militar-m19-a,36,M19,A,exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar A,2022 2023,4
urba,36|M19|B,liceo-militar-m19-b,36,M19,B,exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar B,2022 2023,4
urba,36|M20|,liceo-militar-m20,36,M20,"",exacto,equipo_juvenil,3,Liceo Militar,Liceo Militar,2021,2
urba,38|M15|A,liceo-naval-m15-a,38,M15,A,exacto,equipo_juvenil,3,Liceo Naval,Liceo Naval A,2021 2022 2023 2024 2025 2026,10
urba,38|M15|B,liceo-naval-m15-b,38,M15,B,exacto,equipo_juvenil,3,Liceo Naval,Liceo Naval B,2021 2022 2023 2024 2025 2026,10
urba,38|M15|C,liceo-naval-m15-c,38,M15,C,exacto,equipo_juvenil,3,Liceo Naval,Liceo Naval C,2025,1
urba,38|M16|A,liceo-naval-m16-a,38,M16,A,exacto,equipo_juvenil,3,Liceo Naval,Liceo Naval A,2021 2022 2023 2024 2025 2026,11
urba,38|M16|B,liceo-naval-m16-b,38,M16,B,exacto,equipo_juvenil,3,Liceo Naval,Liceo Naval B,2021 2022 2023 2024 2025 2026,11
urba,38|M16|C,liceo-naval-m16-c,38,M16,C,exacto,equipo_juvenil,3,Liceo Naval,Liceo Naval C,2026,1
urba,38|M17|,liceo-naval-m17,38,M17,"",exacto,equipo_juvenil,3,Liceo Naval,Liceo Naval,2021,2
urba,38|M17|C,liceo-naval-m17-c,38,M17,C,exacto,equipo_juvenil,3,Liceo Naval,Liceo Naval C,2026,1
urba,38|M18|A,liceo-naval-m18-a,38,M18,A,exacto,equipo_juvenil,3,Liceo Naval,Liceo Naval A,2021,2
urba,38|M18|B,liceo-naval-m18-b,38,M18,B,exacto,equipo_juvenil,3,Liceo Naval,Liceo Naval B,2021,2
urba,38|M19|C,liceo-naval-m19-c,38,M19,C,exacto,equipo_juvenil,3,Liceo Naval,Liceo Naval C,2024 2025 2026,6
urba,38|M20|A,liceo-naval-m20-a,38,M20,A,exacto,equipo_juvenil,3,Liceo Naval,Liceo Naval A,2021,2
urba,38|M20|B,liceo-naval-m20-b,38,M20,B,exacto,equipo_juvenil,3,Liceo Naval,Liceo Naval B,2021,2
urba,15|M15|A,lomas-athletic-m15-a,15,M15,A,exacto,equipo_juvenil,3,Lomas Athletic,Lomas Athletic A,2021 2022 2023 2024 2025 2026,9
urba,15|M15|B,lomas-athletic-m15-b,15,M15,B,exacto,equipo_juvenil,3,Lomas Athletic,Lomas Athletic B,2021 2022 2023 2024 2025 2026,10
urba,15|M15|C,lomas-athletic-m15-c,15,M15,C,exacto,equipo_juvenil,3,Lomas Athletic,Lomas Athl. C,2024 2025,3
urba,15|M16|,lomas-athletic-m16,15,M16,"",exacto,equipo_juvenil,3,Lomas Athletic,Lomas Athletic,2021,2
urba,15|M16|A,lomas-athletic-m16-a,15,M16,A,exacto,equipo_juvenil,3,Lomas Athletic,Lomas Athletic A,2022 2023 2024 2025 2026,9
urba,15|M16|B,lomas-athletic-m16-b,15,M16,B,exacto,equipo_juvenil,3,Lomas Athletic,Lomas Athletic B,2022 2023 2024 2025 2026,8
urba,15|M16|C,lomas-athletic-m16-c,15,M16,C,exacto,equipo_juvenil,3,Lomas Athletic,Lomas Athletic C,2024 2026,2
urba,15|M17|,lomas-athletic-m17,15,M17,"",exacto,equipo_juvenil,3,Lomas Athletic,Lomas Athletic,2022,1
urba,15|M18|A,lomas-athletic-m18-a,15,M18,A,exacto,equipo_juvenil,3,Lomas Athletic,Lomas Athletic A,2021,2
urba,15|M18|B,lomas-athletic-m18-b,15,M18,B,exacto,equipo_juvenil,3,Lomas Athletic,Lomas Athletic B,2021,1
urba,15|M19|C,lomas-athletic-m19-c,15,M19,C,exacto,equipo_juvenil,3,Lomas Athletic,Lomas Athl. C,2025 2026,4
urba,23|M15|A,los-matreros-m15-a,23,M15,A,exacto,equipo_juvenil,3,Los Matreros,Los Matreros A,2021 2022 2023 2024 2025 2026,10
urba,23|M15|B,los-matreros-m15-b,23,M15,B,exacto,equipo_juvenil,3,Los Matreros,Los Matreros B,2021 2022 2023 2024 2025 2026,10
urba,23|M15|C,los-matreros-m15-c,23,M15,C,exacto,equipo_juvenil,3,Los Matreros,Los Matreros C,2022,2
urba,23|M16|A,los-matreros-m16-a,23,M16,A,exacto,equipo_juvenil,3,Los Matreros,Los Matreros A,2021 2022 2023 2024 2025 2026,10
urba,23|M16|B,los-matreros-m16-b,23,M16,B,exacto,equipo_juvenil,3,Los Matreros,Los Matreros B,2021 2022 2023 2024 2025 2026,11
urba,23|M16|C,los-matreros-m16-c,23,M16,C,exacto,equipo_juvenil,3,Los Matreros,Los Matreros C,2023,2
urba,23|M17|,los-matreros-m17,23,M17,"",exacto,equipo_juvenil,3,Los Matreros,Los Matreros,2023,1
urba,23|M17|C,los-matreros-m17-c,23,M17,C,exacto,equipo_juvenil,3,Los Matreros,Los Matreros C,2024,2
urba,23|M18|A,los-matreros-m18-a,23,M18,A,exacto,equipo_juvenil,3,Los Matreros,Los Matreros A,2021,2
urba,23|M18|B,los-matreros-m18-b,23,M18,B,exacto,equipo_juvenil,3,Los Matreros,Los Matreros B,2021,2
urba,23|M19|A,los-matreros-m19-a,23,M19,A,exacto,equipo_juvenil,3,Los Matreros,Los Matreros A,2022 2023 2024 2025 2026,10
urba,23|M19|B,los-matreros-m19-b,23,M19,B,exacto,equipo_juvenil,3,Los Matreros,Los Matreros B,2022 2023 2024 2025 2026,9
urba,23|M19|C,los-matreros-m19-c,23,M19,C,exacto,equipo_juvenil,3,Los Matreros,Los Matreros C,2023 2025 2026,6
urba,23|M20|A,los-matreros-m20-a,23,M20,A,exacto,equipo_juvenil,3,Los Matreros,Los Matreros A,2021,2
urba,23|M20|B,los-matreros-m20-b,23,M20,B,exacto,equipo_juvenil,3,Los Matreros,Los Matreros B,2021,2
urba,65|M15|,los-molinos-m15,65,M15,"",exacto,equipo_juvenil,3,Los Molinos,Los Molinos,2021 2022 2023 2024,5
urba,65|M15|A,los-molinos-m15-a,65,M15,A,exacto,equipo_juvenil,3,Los Molinos,Los Molinos A,2022 2025 2026,4
urba,65|M15|B,los-molinos-m15-b,65,M15,B,exacto,equipo_juvenil,3,Los Molinos,Los Molinos B,2022 2025 2026,4
urba,65|M15|C,los-molinos-m15-c,65,M15,C,exacto,equipo_juvenil,3,Los Molinos,Los Molinos C,2026,1
