provider,external_id,club_id_sugerido,urba_club_id,categoria,sufijo,confidence,nivel,etapa_que_lo_crea,urba_institucion,urba_nombre_equipo,anios,veces
urba,12|M16|B,asoc-alumni-m16-b,12,M16,B,exacto,equipo_juvenil,3,Alumni,Alumni B,2021 2022 2023 2024 2025 2026,10
urba,12|M16|C,asoc-alumni-m16-c,12,M16,C,exacto,equipo_juvenil,3,Alumni,Alumni C,2021 2024 2025 2026,6
urba,12|M16|D,asoc-alumni-m16-d,12,M16,D,exacto,equipo_juvenil,3,Alumni,Alumni D,2026,1
urba,12|M17|C,asoc-alumni-m17-c,12,M17,C,exacto,equipo_juvenil,3,Alumni,Alumni C,2022 2025 2026,5
urba,12|M18|A,asoc-alumni-m18-a,12,M18,A,exacto,equipo_juvenil,3,Alumni,Alumni A,2021,2
urba,12|M18|B,asoc-alumni-m18-b,12,M18,B,exacto,equipo_juvenil,3,Alumni,Alumni B,2021,2
urba,12|M19|C,asoc-alumni-m19-c,12,M19,C,exacto,equipo_juvenil,3,Alumni,Alumni C,2022 2023 2024 2025 2026,10
urba,12|M19|D,asoc-alumni-m19-d,12,M19,D,exacto,equipo_juvenil,3,Alumni,Alumni D,2023 2024 2025 2026,8
urba,12|M19|E,asoc-alumni-m19-e,12,M19,E,exacto,equipo_juvenil,3,Alumni,Alumni E,2024 2026,3
urba,12|M20|,asoc-alumni-m20,12,M20,"",exacto,equipo_juvenil,3,Alumni,Alumni,2021,2
urba,12|M22|,asoc-alumni-m22,12,M22,"",exacto,equipo_juvenil,3,Alumni,Alumni,2024 2025 2026,3
urba,46|M15|,club-areco-m15,46,M15,"",exacto,equipo_juvenil,3,Areco,Areco,2021 2022 2023 2024 2025 2026,10
urba,46|M16|,club-areco-m16,46,M16,"",exacto,equipo_juvenil,3,Areco,Areco,2021 2022 2023 2024 2025 2026,11
urba,46|M17|,club-areco-m17,46,M17,"",exacto,equipo_juvenil,3,Areco,Areco,2021 2022 2023 2024 2025 2026,11
urba,46|M18|,club-areco-m18,46,M18,"",exacto,equipo_juvenil,3,Areco,Areco,2021,2
urba,46|M19|,club-areco-m19,46,M19,"",exacto,equipo_juvenil,3,Areco,Areco,2022 2023 2024 2025,8
urba,46|M19|A,club-areco-m19-a,46,M19,A,exacto,equipo_juvenil,3,Areco,Areco A,2026,2
urba,46|M19|B,club-areco-m19-b,46,M19,B,exacto,equipo_juvenil,3,Areco,Areco B,2026,2
urba,46|M20|,club-areco-m20,46,M20,"",exacto,equipo_juvenil,3,Areco,Areco,2021,2
urba,53|M15|,argentino-r-c-m15,53,M15,"",exacto,equipo_juvenil,3,Argentino,Argentino,2021 2022 2023 2024 2025 2026,9
urba,53|M15|A,argentino-r-c-m15-a,53,M15,A,exacto,equipo_juvenil,3,Argentino,Argentino A,2023,1
urba,53|M15|B,argentino-r-c-m15-b,53,M15,B,exacto,equipo_juvenil,3,Argentino,Argentino B,2023,1
urba,53|M16|,argentino-r-c-m16,53,M16,"",exacto,equipo_juvenil,3,Argentino,Argentino,2021 2022 2023 2025,7
urba,53|M16|A,argentino-r-c-m16-a,53,M16,A,exacto,equipo_juvenil,3,Argentino,Argentino A,2024 2026,3
urba,53|M16|B,argentino-r-c-m16-b,53,M16,B,exacto,equipo_juvenil,3,Argentino,Argentino B,2023 2024 2026,4
urba,53|M17|,argentino-r-c-m17,53,M17,"",exacto,equipo_juvenil,3,Argentino,Argentino,2022 2023 2024 2025 2026,8
urba,53|M17|A,argentino-r-c-m17-a,53,M17,A,exacto,equipo_juvenil,3,Argentino,Argentino A,2024,1
urba,53|M17|B,argentino-r-c-m17-b,53,M17,B,exacto,equipo_juvenil,3,Argentino,Argentino B,2024,1
urba,53|M18|,argentino-r-c-m18,53,M18,"",exacto,equipo_juvenil,3,Argentino,Argentino,2021,1
urba,53|M18|A,argentino-r-c-m18-a,53,M18,A,exacto,equipo_juvenil,3,Argentino,Argentino A,2021,2
urba,53|M18|B,argentino-r-c-m18-b,53,M18,B,exacto,equipo_juvenil,3,Argentino,Argentino B,2021,2
urba,53|M19|,argentino-r-c-m19,53,M19,"",exacto,equipo_juvenil,3,Argentino,Argentino,2022 2023,4
urba,53|M19|A,argentino-r-c-m19-a,53,M19,A,exacto,equipo_juvenil,3,Argentino,Argentino A,2024 2025 2026,6
urba,53|M19|B,argentino-r-c-m19-b,53,M19,B,exacto,equipo_juvenil,3,Argentino,Argentino B,2024 2025 2026,6
urba,53|M20|,argentino-r-c-m20,53,M20,"",exacto,equipo_juvenil,3,Argentino,Argentino,2021,2
urba,40|M15|,banco-nacion-m15,40,M15,"",exacto,equipo_juvenil,3,Banco Nacion,Banco Nacion,2021 2022 2023 2024 2025 2026,8
urba,40|M15|A,banco-nacion-m15-a,40,M15,A,exacto,equipo_juvenil,3,Banco Nacion,Banco Nacion A,2024,1
urba,40|M15|B,banco-nacion-m15-b,40,M15,B,exacto,equipo_juvenil,3,Banco Nacion,Banco Nacion B,2024,1
urba,40|M16|,banco-nacion-m16,40,M16,"",exacto,equipo_juvenil,3,Banco Nacion,Banco Nacion,2021 2022 2023 2024 2025 2026,11
urba,40|M17|,banco-nacion-m17,40,M17,"",exacto,equipo_juvenil,3,Banco Nacion,Banco Nacion,2022 2023 2024 2025 2026,7
urba,40|M17|A,banco-nacion-m17-a,40,M17,A,exacto,equipo_juvenil,3,Banco Nacion,Banco Nacion A,2024,1
urba,40|M17|B,banco-nacion-m17-b,40,M17,B,exacto,equipo_juvenil,3,Banco Nacion,Banco Nacion B,2024,1
urba,40|M18|A,banco-nacion-m18-a,40,M18,A,exacto,equipo_juvenil,3,Banco Nacion,Banco Nacion A,2021,2
urba,40|M18|B,banco-nacion-m18-b,40,M18,B,exacto,equipo_juvenil,3,Banco Nacion,Banco Nación B,2021,2
urba,40|M19|,banco-nacion-m19,40,M19,"",exacto,equipo_juvenil,3,Banco Nacion,Banco Nacion,2023,2
urba,40|M19|A,banco-nacion-m19-a,40,M19,A,exacto,equipo_juvenil,3,Banco Nacion,Banco Nacion A,2022 2024 2025 2026,8
urba,40|M19|B,banco-nacion-m19-b,40,M19,B,exacto,equipo_juvenil,3,Banco Nacion,Banco Nacion B,2022 2024 2025 2026,8
urba,40|M20|,banco-nacion-m20,40,M20,"",exacto,equipo_juvenil,3,Banco Nacion,Banco Nacion,2021,1
urba,7|M15|A,belgrano-athletic-m15-a,7,M15,A,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic A,2021 2022 2023 2024 2025 2026,10
urba,7|M15|B,belgrano-athletic-m15-b,7,M15,B,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic B,2021 2022 2023 2024 2025 2026,10
urba,7|M15|C,belgrano-athletic-m15-c,7,M15,C,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic C,2021 2023 2024 2025 2026,8
urba,7|M15|D,belgrano-athletic-m15-d,7,M15,D,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athl. D,2025,1
urba,7|M16|A,belgrano-athletic-m16-a,7,M16,A,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic A,2021 2022 2023 2024 2025 2026,11
urba,7|M16|B,belgrano-athletic-m16-b,7,M16,B,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic B,2021 2022 2023 2024 2025 2026,11
urba,7|M16|C,belgrano-athletic-m16-c,7,M16,C,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic C,2022 2023 2024 2025 2026,9
urba,7|M16|D,belgrano-athletic-m16-d,7,M16,D,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athl. D,2026,1
urba,7|M17|C,belgrano-athletic-m17-c,7,M17,C,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic C,2021 2023 2024 2025 2026,8
urba,7|M18|A,belgrano-athletic-m18-a,7,M18,A,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic A,2021,2
urba,7|M18|B,belgrano-athletic-m18-b,7,M18,B,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic B,2021,2
urba,7|M19|A,belgrano-athletic-m19-a,7,M19,A,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic A,2022 2023 2024 2025 2026,10
urba,7|M19|B,belgrano-athletic-m19-b,7,M19,B,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic B,2022 2023 2024 2025 2026,10
urba,7|M19|C,belgrano-athletic-m19-c,7,M19,C,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic C,2022 2023 2024 2025 2026,10
urba,7|M19|D,belgrano-athletic-m19-d,7,M19,D,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic D,2022 2023 2024 2025 2026,10
urba,7|M19|E,belgrano-athletic-m19-e,7,M19,E,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athl. E,2025 2026,4
urba,7|M20|A,belgrano-athletic-m20-a,7,M20,A,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic A,2021,2
urba,7|M20|B,belgrano-athletic-m20-b,7,M20,B,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic B,2021,2
urba,7|M20|C,belgrano-athletic-m20-c,7,M20,C,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic C,2021,1
urba,7|M22|,belgrano-athletic-m22,7,M22,"",exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic,2024 2025 2026,3
urba,7|M22|B,belgrano-athletic-m22-b,7,M22,B,exacto,equipo_juvenil,3,Belgrano Athletic,Belgrano Athletic B,2026,1
urba,8|M15|A,buenos-aires-crc-m15-a,8,M15,A,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires A,2021 2022 2023 2024 2025 2026,10
urba,8|M15|B,buenos-aires-crc-m15-b,8,M15,B,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires B,2021 2022 2023 2024 2025 2026,10
urba,8|M15|C,buenos-aires-crc-m15-c,8,M15,C,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires C,2023 2024 2025 2026,7
urba,8|M16|A,buenos-aires-crc-m16-a,8,M16,A,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires A,2021 2022 2023 2024 2025 2026,11
urba,8|M16|B,buenos-aires-crc-m16-b,8,M16,B,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires B,2021 2022 2023 2024 2025 2026,11
urba,8|M16|C,buenos-aires-crc-m16-c,8,M16,C,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires C,2022 2023 2024 2025,7
urba,8|M16|D,buenos-aires-crc-m16-d,8,M16,D,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires D,2025,2
urba,8|M17|C,buenos-aires-crc-m17-c,8,M17,C,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires C,2023 2024 2025 2026,6
urba,8|M18|A,buenos-aires-crc-m18-a,8,M18,A,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires A,2021,2
urba,8|M18|B,buenos-aires-crc-m18-b,8,M18,B,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires B,2021,2
urba,8|M19|C,buenos-aires-crc-m19-c,8,M19,C,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires C,2022 2023 2024 2025 2026,10
urba,8|M19|D,buenos-aires-crc-m19-d,8,M19,D,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires D,2024 2025 2026,6
urba,8|M19|E,buenos-aires-crc-m19-e,8,M19,E,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires E,2025 2026,3
urba,8|M20|A,buenos-aires-crc-m20-a,8,M20,A,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires A,2021,2
urba,8|M20|B,buenos-aires-crc-m20-b,8,M20,B,exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires B,2021,2
urba,8|M22|,buenos-aires-crc-m22,8,M22,"",exacto,equipo_juvenil,3,Buenos Aires CRC,Buenos Aires ,2025 2026,2
urba,27|M15|,cuq-m15,27,M15,"",exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes,2022 2025 2026,4
urba,27|M15|A,cuq-m15-a,27,M15,A,exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes A,2021 2023 2024 2025,5
urba,27|M15|B,cuq-m15-b,27,M15,B,exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes B,2021 2023 2024 2025,6
urba,27|M16|,cuq-m16,27,M16,"",exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes,2023,2
urba,27|M16|A,cuq-m16-a,27,M16,A,exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes A,2021 2022 2024 2025 2026,9
urba,27|M16|B,cuq-m16-b,27,M16,B,exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes B,2021 2022 2024 2025 2026,9
urba,27|M17|,cuq-m17,27,M17,"",exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes,2022 2024 2026,4
urba,27|M17|A,cuq-m17-a,27,M17,A,exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes A,2021 2023 2024 2025,6
urba,27|M17|B,cuq-m17-b,27,M17,B,exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes B,2021 2023 2024 2025,6
urba,27|M18|A,cuq-m18-a,27,M18,A,exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes A,2021,2
urba,27|M18|B,cuq-m18-b,27,M18,B,exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes B,2021,2
urba,27|M18|C,cuq-m18-c,27,M18,C,exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes C,2021,1
urba,27|M19|A,cuq-m19-a,27,M19,A,exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes A,2022 2023 2024 2025 2026,10
urba,27|M19|B,cuq-m19-b,27,M19,B,exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes B,2022 2023 2024 2025 2026,9
urba,27|M20|A,cuq-m20-a,27,M20,A,exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes A,2021,2
urba,27|M20|B,cuq-m20-b,27,M20,B,exacto,equipo_juvenil,3,C.U. de Quilmes,C.U. de Quilmes B,2021,2
urba,49|M15|,casa-de-padua-m15,49,M15,"",exacto,equipo_juvenil,3,CASA de Padua,CASA de Padua,2021 2022 2025 2026,5
urba,49|M15|A,casa-de-padua-m15-a,49,M15,A,exacto,equipo_juvenil,3,CASA de Padua,CASA de Padua A,2023 2024 2025,4
urba,49|M15|B,casa-de-padua-m15-b,49,M15,B,exacto,equipo_juvenil,3,CASA de Padua,CASA de Padua B,2023 2024 2025,5
urba,49|M16|,casa-de-padua-m16,49,M16,"",exacto,equipo_juvenil,3,CASA de Padua,CASA de Padua,2022 2023,4
urba,49|M16|A,casa-de-padua-m16-a,49,M16,A,exacto,equipo_juvenil,3,CASA de Padua,CASA de Padua A,2021 2024 2025 2026,6
urba,49|M16|B,casa-de-padua-m16-b,49,M16,B,exacto,equipo_juvenil,3,CASA de Padua,CASA de Padua B,2021 2024 2025 2026,6
urba,49|M17|,casa-de-padua-m17,49,M17,"",exacto,equipo_juvenil,3,CASA de Padua,CASA de Padua,2021 2022 2023,5
urba,49|M18|A,casa-de-padua-m18-a,49,M18,A,exacto,equipo_juvenil,3,CASA de Padua,CASA de Padua A,2021,2
urba,49|M18|B,casa-de-padua-m18-b,49,M18,B,exacto,equipo_juvenil,3,CASA de Padua,CASA de Padua B,2021,2
urba,49|M19|,casa-de-padua-m19,49,M19,"",exacto,equipo_juvenil,3,CASA de Padua,CASA de Padua,2023 2024 2025 2026,8
urba,49|M19|A,casa-de-padua-m19-a,49,M19,A,exacto,equipo_juvenil,3,CASA de Padua,CASA de Padua A,2022,2
urba,49|M19|B,casa-de-padua-m19-b,49,M19,B,exacto,equipo_juvenil,3,CASA de Padua,CASA de Padua B,2022,2
urba,49|M20|,casa-de-padua-m20,49,M20,"",exacto,equipo_juvenil,3,CASA de Padua,CASA de Padua,2021,2
urba,3|M15|A,casi-m15-a,3,M15,A,exacto,equipo_juvenil,3,CASI,CASI A,2021 2022 2023 2024 2025 2026,9
urba,3|M15|B,casi-m15-b,3,M15,B,exacto,equipo_juvenil,3,CASI,CASI B,2021 2022 2023 2024 2025 2026,10
urba,3|M15|C,casi-m15-c,3,M15,C,exacto,equipo_juvenil,3,CASI,CASI C,2022 2023 2024 2025 2026,9
urba,3|M15|D,casi-m15-d,3,M15,D,exacto,equipo_juvenil,3,CASI,CASI D,2025 2026,3
urba,3|M16|A,casi-m16-a,3,M16,A,exacto,equipo_juvenil,3,CASI,CASI A,2021 2022 2023 2024 2025 2026,11
urba,3|M16|B,casi-m16-b,3,M16,B,exacto,equipo_juvenil,3,CASI,CASI B,2021 2022 2023 2024 2025 2026,11
urba,3|M16|C,casi-m16-c,3,M16,C,exacto,equipo_juvenil,3,CASI,CASI C,2023 2024 2025 2026,7
urba,3|M16|D,casi-m16-d,3,M16,D,exacto,equipo_juvenil,3,CASI,CASI D,2026,1
urba,3|M17|C,casi-m17-c,3,M17,C,exacto,equipo_juvenil,3,CASI,CASI C,2023 2024 2025 2026,6
urba,3|M18|A,casi-m18-a,3,M18,A,exacto,equipo_juvenil,3,CASI,CASI A,2021,2
urba,3|M18|B,casi-m18-b,3,M18,B,exacto,equipo_juvenil,3,CASI,CASI B,2021,2
urba,3|M19|C,casi-m19-c,3,M19,C,exacto,equipo_juvenil,3,CASI,CASI C,2022 2023 2024 2025 2026,10
urba,3|M19|D,casi-m19-d,3,M19,D,exacto,equipo_juvenil,3,CASI,CASI D,2022 2023 2024 2025 2026,10
urba,3|M19|E,casi-m19-e,3,M19,E,exacto,equipo_juvenil,3,CASI,CASI E,2025 2026,4
urba,3|M19|F,casi-m19-f,3,M19,F,exacto,equipo_juvenil,3,CASI,CASI F,2026,2
urba,3|M20|A,casi-m20-a,3,M20,A,exacto,equipo_juvenil,3,CASI,CASI A,2021,2
urba,3|M20|B,casi-m20-b,3,M20,B,exacto,equipo_juvenil,3,CASI,CASI B,2021,2
urba,3|M22|,casi-m22,3,M22,"",exacto,equipo_juvenil,3,CASI,CASI,2024 2025 2026,3
urba,42|M15|,centro-naval-m15,42,M15,"",exacto,equipo_juvenil,3,Centro Naval,Centro Naval,2021 2022 2023 2025 2026,8
urba,42|M16|,centro-naval-m16,42,M16,"",exacto,equipo_juvenil,3,Centro Naval,Centro Naval,2022 2025 2026,5
urba,42|M16|A,centro-naval-m16-a,42,M16,A,exacto,equipo_juvenil,3,Centro Naval,Centro Naval A,2021 2024,3
urba,42|M16|B,centro-naval-m16-b,42,M16,B,exacto,equipo_juvenil,3,Centro Naval,Centro Naval B,2021 2024,3
urba,42|M17|,centro-naval-m17,42,M17,"",exacto,equipo_juvenil,3,Centro Naval,Centro Naval,2022 2023 2024 2025 2026,9
urba,42|M18|A,centro-naval-m18-a,42,M18,A,exacto,equipo_juvenil,3,Centro Naval,Centro Naval A,2021,2
urba,42|M18|B,centro-naval-m18-b,42,M18,B,exacto,equipo_juvenil,3,Centro Naval,Centro Naval B,2021,2
urba,42|M19|,centro-naval-m19,42,M19,"",exacto,equipo_juvenil,3,Centro Naval,Centro Naval ,2025,2
urba,42|M19|A,centro-naval-m19-a,42,M19,A,exacto,equipo_juvenil,3,Centro Naval,Centro Naval A,2022 2023 2024 2026,8
urba,42|M19|B,centro-naval-m19-b,42,M19,B,exacto,equipo_juvenil,3,Centro Naval,Centro Naval B,2022 2023 2024 2026,8
urba,42|M20|,centro-naval-m20,42,M20,"",exacto,equipo_juvenil,3,Centro Naval,Centro Naval,2021,2
urba,11|M15|A,club-champagnat-m15-a,11,M15,A,exacto,equipo_juvenil,3,Champagnat,Champagnat A,2021 2022 2023 2024 2025 2026,10
urba,11|M15|B,club-champagnat-m15-b,11,M15,B,exacto,equipo_juvenil,3,Champagnat,Champagnat B,2021 2022 2023 2024 2025 2026,10
urba,11|M15|C,club-champagnat-m15-c,11,M15,C,exacto,equipo_juvenil,3,Champagnat,Champagnat C,2021 2023 2024 2025 2026,8
urba,11|M15|D,club-champagnat-m15-d,11,M15,D,exacto,equipo_juvenil,3,Champagnat,Champagnat D,2025,1
urba,11|M16|A,club-champagnat-m16-a,11,M16,A,exacto,equipo_juvenil,3,Champagnat,Champagnat A,2021 2022 2023 2024 2025 2026,11
urba,11|M16|B,club-champagnat-m16-b,11,M16,B,exacto,equipo_juvenil,3,Champagnat,Champagnat B,2021 2022 2023 2024 2025 2026,11
urba,11|M16|C,club-champagnat-m16-c,11,M16,C,exacto,equipo_juvenil,3,Champagnat,Champagnat C,2022 2023 2024 2025 2026,9
urba,11|M16|D,club-champagnat-m16-d,11,M16,D,exacto,equipo_juvenil,3,Champagnat,Champagnat D,2026,1
urba,11|M17|C,club-champagnat-m17-c,11,M17,C,exacto,equipo_juvenil,3,Champagnat,Champagnat C,2023 2024 2025 2026,7
urba,11|M18|A,club-champagnat-m18-a,11,M18,A,exacto,equipo_juvenil,3,Champagnat,Champagnat A,2021,2
urba,11|M18|B,club-champagnat-m18-b,11,M18,B,exacto,equipo_juvenil,3,Champagnat,Champagnat B,2021,2
urba,11|M19|B,club-champagnat-m19-b,11,M19,B,exacto,equipo_juvenil,3,Champagnat,Champagnat B,2022 2023 2024 2025 2026,10
urba,11|M19|C,club-champagnat-m19-c,11,M19,C,exacto,equipo_juvenil,3,Champagnat,Champagnat C,2022 2023 2024 2025 2026,10
urba,11|M19|D,club-champagnat-m19-d,11,M19,D,exacto,equipo_juvenil,3,Champagnat,Champagnat D,2022 2024 2025 2026,8
urba,11|M19|E,club-champagnat-m19-e,11,M19,E,exacto,equipo_juvenil,3,Champagnat,Champagnat E,2025 2026,4
urba,11|M19|F,club-champagnat-m19-f,11,M19,F,exacto,equipo_juvenil,3,Champagnat,Champagnat F,2025,2
urba,11|M20|A,club-champagnat-m20-a,11,M20,A,exacto,equipo_juvenil,3,Champagnat,Champagnat A,2021,2
urba,11|M20|B,club-champagnat-m20-b,11,M20,B,exacto,equipo_juvenil,3,Champagnat,Champagnat B,2021,2
urba,11|M22|,club-champagnat-m22,11,M22,"",exacto,equipo_juvenil,3,Champagnat,Champagnat ,2024 2026,2
urba,54|M15|,ciudad-de-buenos-aires-m15,54,M15,"",exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As.,2021 2023 2024 2025,6
urba,54|M15|A,ciudad-de-buenos-aires-m15-a,54,M15,A,exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As. A,2022 2023 2026,4
urba,54|M15|B,ciudad-de-buenos-aires-m15-b,54,M15,B,exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As. B,2022 2023 2026,4
urba,54|M16|,ciudad-de-buenos-aires-m16,54,M16,"",exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As.,2021 2022 2024 2025 2026,7
urba,54|M16|A,ciudad-de-buenos-aires-m16-a,54,M16,A,exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As. A,2022 2023,2
urba,54|M16|B,ciudad-de-buenos-aires-m16-b,54,M16,B,exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As. B,2022 2023,2
urba,54|M17|,ciudad-de-buenos-aires-m17,54,M17,"",exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As.,2022 2025 2026,5
urba,54|M17|A,ciudad-de-buenos-aires-m17-a,54,M17,A,exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As. A,2023 2024,4
urba,54|M17|B,ciudad-de-buenos-aires-m17-b,54,M17,B,exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As. B,2023 2024,4
urba,54|M18|A,ciudad-de-buenos-aires-m18-a,54,M18,A,exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As. A,2021,3
urba,54|M18|B,ciudad-de-buenos-aires-m18-b,54,M18,B,exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As. B,2021,2
urba,54|M19|,ciudad-de-buenos-aires-m19,54,M19,"",exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As.,2022 2023 2026,5
urba,54|M19|A,ciudad-de-buenos-aires-m19-a,54,M19,A,exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As. A,2024 2025 2026,5
urba,54|M19|B,ciudad-de-buenos-aires-m19-b,54,M19,B,exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As. B,2024 2025 2026,6
urba,54|M19|C,ciudad-de-buenos-aires-m19-c,54,M19,C,exacto,equipo_juvenil,3,Ciudad de Bs.As.,Ciudad de Bs.As. C,2025,2
urba,2|M15|A,cuba-m15-a,2,M15,A,exacto,equipo_juvenil,3,CUBA,CUBA A,2021 2022 2023 2024 2025 2026,10
urba,2|M15|B,cuba-m15-b,2,M15,B,exacto,equipo_juvenil,3,CUBA,CUBA B,2021 2022 2023 2024 2025 2026,10
urba,2|M15|C,cuba-m15-c,2,M15,C,exacto,equipo_juvenil,3,CUBA,CUBA C,2021 2022 2023 2024 2025 2026,10
urba,2|M15|D,cuba-m15-d,2,M15,D,exacto,equipo_juvenil,3,CUBA,CUBA D,2023 2025 2026,5
urba,2|M16|A,cuba-m16-a,2,M16,A,exacto,equipo_juvenil,3,CUBA,CUBA A,2021 2022 2023 2024 2025 2026,11
urba,2|M16|B,cuba-m16-b,2,M16,B,exacto,equipo_juvenil,3,CUBA,CUBA B,2021 2022 2023 2024 2025 2026,11
urba,2|M16|C,cuba-m16-c,2,M16,C,exacto,equipo_juvenil,3,CUBA,CUBA C,2021 2022 2023 2024 2025 2026,10
urba,2|M16|D,cuba-m16-d,2,M16,D,exacto,equipo_juvenil,3,CUBA,CUBA D,2024 2025 2026,5
urba,2|M17|C,cuba-m17-c,2,M17,C,exacto,equipo_juvenil,3,CUBA,CUBA C,2022 2023 2024 2025 2026,9
urba,2|M17|D,cuba-m17-d,2,M17,D,exacto,equipo_juvenil,3,CUBA,CUBA D,2025 2026,3
urba,2|M18|A,cuba-m18-a,2,M18,A,exacto,equipo_juvenil,3,CUBA,CUBA A,2021,2
urba,2|M18|B,cuba-m18-b,2,M18,B,exacto,equipo_juvenil,3,CUBA,CUBA B,2021,2
urba,2|M19|C,cuba-m19-c,2,M19,C,exacto,equipo_juvenil,3,CUBA,CUBA C,2022 2023 2024 2025 2026,10
urba,2|M19|D,cuba-m19-d,2,M19,D,exacto,equipo_juvenil,3,CUBA,CUBA D,2022 2023 2024 2025 2026,9
urba,2|M19|E,cuba-m19-e,2,M19,E,exacto,equipo_juvenil,3,CUBA,CUBA E,2024 2025 2026,6
urba,2|M19|F,cuba-m19-f,2,M19,F,exacto,equipo_juvenil,3,CUBA,CUBA F,2025 2026,3
urba,2|M20|A,cuba-m20-a,2,M20,A,exacto,equipo_juvenil,3,CUBA,CUBA A,2021,2
urba,2|M20|B,cuba-m20-b,2,M20,B,exacto,equipo_juvenil,3,CUBA,CUBA B,2021,2
urba,2|M20|C,cuba-m20-c,2,M20,C,exacto,equipo_juvenil,3,CUBA,CUBA C,2021,2
urba,2|M22|,cuba-m22,2,M22,"",exacto,equipo_juvenil,3,CUBA,CUBA,2024 2025 2026,3
urba,24|M15|,curupayti-m15,24,M15,"",exacto,equipo_juvenil,3,Curupayti,Curupayti,2022 2026,3
